,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,603,4,16,2,0,0,0,0
02_STROMA,0,451,131,0,42,0,1,0
03_COMPLEX,12,102,468,39,4,0,0,0
04_LYMPHO,1,5,81,538,0,0,0,0
05_DEBRIS,1,215,21,1,380,0,7,0
06_MUCOSA,1,0,1,2,1,620,0,0
07_ADIPOSE,0,1,0,0,3,0,614,7
08_EMPTY,0,0,0,0,7,0,178,440
