,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,569,5,31,8,3,9,0,0
02_STROMA,3,432,133,5,47,2,3,0
03_COMPLEX,28,100,463,24,10,0,0,0
04_LYMPHO,5,3,66,549,1,1,0,0
05_DEBRIS,17,261,23,0,316,0,7,1
06_MUCOSA,5,0,7,5,1,607,0,0
07_ADIPOSE,0,3,0,0,5,0,605,12
08_EMPTY,1,0,0,0,0,0,91,533
