scope,model,seed,fold,image_count,class_coverage,source_group_count,accuracy,source_macro_accuracy,balanced_accuracy,macro_f1,cross_entropy_loss,test_loss
fold,DINOv2,73,4,661,7,1,0.7655068078668684,0.7655068078668684,0.778337057265806,0.6408980936125976,0.5527005702689585,0.5527005702689585
fold,DINOv2,73,5,1061,8,1,0.822808671065033,0.822808671065033,0.8350914242121091,0.7445976889087209,0.46355208518791013,0.46355208518791013
fold,DINOv2,73,6,503,7,1,0.7654075546719682,0.7654075546719682,0.7531279269554811,0.5884282476896301,0.758769950326971,0.758769950326971
fold,DINOv2,73,7,389,6,1,0.4498714652956298,0.4498714652956298,0.7342021195215476,0.43395514404424923,1.7396059146093956,1.7396059146093956
fold,DINOv2,73,8,342,6,1,0.6666666666666666,0.6666666666666666,0.713264896826267,0.5078563075340512,0.9129849776647845,0.9129849776647845
fold,DINOv2,73,9,238,7,1,0.9033613445378151,0.9033613445378151,0.8913909433870627,0.7812331409453197,0.2717787281530051,0.2717787281530051
aggregate_oof,DINOv2,89,-1,5000,8,10,0.7562,0.7624353965031085,0.7562,0.7562325445859581,0.6849702149491818,0.6849702149491818
fold,DINOv2,89,0,401,6,1,0.9177057356608479,0.9177057356608479,0.9150361711636221,0.5931366232919679,0.3013461306887251,0.3013461306887251
fold,DINOv2,89,1,284,6,1,0.8028169014084507,0.8028169014084507,0.6390241286075354,0.4600933176300823,0.46541922455588675,0.46541922455588675
fold,DINOv2,89,2,740,7,1,0.75,0.75,0.813815660454316,0.6265572230424818,0.706859760858666,0.706859760858666
fold,DINOv2,89,3,381,6,1,0.8241469816272966,0.8241469816272966,0.7681155423734354,0.5664832950953839,0.4542895417745689,0.4542895417745689
fold,DINOv2,89,4,661,7,1,0.7534039334341907,0.7534039334341907,0.7648694259232988,0.6207533460506269,0.5806616430115831,0.5806616430115831
fold,DINOv2,89,5,1061,8,1,0.7615457115928369,0.7615457115928369,0.811021674538468,0.6916695446322134,0.6901537843855546,0.6901537843855546
fold,DINOv2,89,6,503,7,1,0.7534791252485089,0.7534791252485089,0.7445099853968352,0.5814381737555683,0.7790602970021828,0.7790602970021828
