,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,536,6,15,21,28,17,0,2
02_STROMA,3,427,139,1,49,6,0,0
03_COMPLEX,26,125,376,84,10,4,0,0
04_LYMPHO,5,7,138,469,6,0,0,0
05_DEBRIS,79,197,11,16,277,2,41,2
06_MUCOSA,14,2,14,4,0,590,1,0
07_ADIPOSE,0,0,0,0,7,7,603,8
08_EMPTY,0,0,0,0,23,0,120,482
