,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,557,6,21,18,14,9,0,0
02_STROMA,4,418,145,2,52,3,1,0
03_COMPLEX,27,92,410,81,12,3,0,0
04_LYMPHO,5,5,157,450,7,1,0,0
05_DEBRIS,63,213,11,11,301,2,22,2
06_MUCOSA,18,2,16,3,0,584,2,0
07_ADIPOSE,1,0,0,0,8,5,604,7
08_EMPTY,0,0,0,0,9,0,98,518
