,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,560,7,15,15,18,9,0,1
02_STROMA,4,441,131,0,44,5,0,0
03_COMPLEX,43,108,393,62,16,3,0,0
04_LYMPHO,5,8,144,463,5,0,0,0
05_DEBRIS,66,207,14,20,277,1,27,13
06_MUCOSA,25,2,13,5,0,579,1,0
07_ADIPOSE,1,0,0,0,5,3,609,7
08_EMPTY,0,0,0,0,20,0,184,421
