,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,567,1,30,3,8,16,0,0
02_STROMA,1,413,120,6,80,3,2,0
03_COMPLEX,28,105,422,58,10,2,0,0
04_LYMPHO,2,0,75,543,3,2,0,0
05_DEBRIS,12,242,7,0,361,0,2,1
06_MUCOSA,10,0,4,9,1,601,0,0
07_ADIPOSE,0,3,0,0,7,0,606,9
08_EMPTY,0,0,0,0,0,0,34,591
