,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,593,3,17,4,1,7,0,0
02_STROMA,1,375,168,3,75,1,2,0
03_COMPLEX,29,104,404,74,9,5,0,0
04_LYMPHO,1,2,81,528,0,13,0,0
05_DEBRIS,9,247,15,3,338,4,7,2
06_MUCOSA,14,1,5,6,0,599,0,0
07_ADIPOSE,0,9,0,0,5,0,597,14
08_EMPTY,1,0,0,0,0,0,30,594
