,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,600,1,19,4,0,1,0,0
02_STROMA,1,460,133,2,29,0,0,0
03_COMPLEX,24,77,458,59,7,0,0,0
04_LYMPHO,1,3,69,552,0,0,0,0
05_DEBRIS,1,228,17,1,375,0,3,0
06_MUCOSA,0,1,0,2,0,622,0,0
07_ADIPOSE,0,1,0,0,2,0,616,6
08_EMPTY,0,1,0,1,1,0,82,540
