method,attribution_occlusion_spearman_count,attribution_occlusion_spearman_mean,attribution_occlusion_spearman_std,top_minus_random_target_logit_auc_count,top_minus_random_target_logit_auc_mean,top_minus_random_target_logit_auc_std,top_minus_random_margin_auc_count,top_minus_random_margin_auc_mean,top_minus_random_margin_auc_std,top_5_target_logit_drop_count,top_5_target_logit_drop_mean,top_5_target_logit_drop_std,top_10_target_logit_drop_count,top_10_target_logit_drop_mean,top_10_target_logit_drop_std,top_20_target_logit_drop_count,top_20_target_logit_drop_mean,top_20_target_logit_drop_std,top_30_target_logit_drop_count,top_30_target_logit_drop_mean,top_30_target_logit_drop_std,top_5_margin_drop_count,top_5_margin_drop_mean,top_5_margin_drop_std,top_10_margin_drop_count,top_10_margin_drop_mean,top_10_margin_drop_std,top_20_margin_drop_count,top_20_margin_drop_mean,top_20_margin_drop_std,top_30_margin_drop_count,top_30_margin_drop_mean,top_30_margin_drop_std
gradient_attention_rollout,272,0.15309046721416217,0.20413682407194467,272,-0.5341707859319071,0.5734193242457365,272,-0.7337447676759706,0.8888897177871583,272,0.5313972913564238,0.9470172734031512,272,0.7773344330832034,1.208558143721906,272,1.1871897760042083,1.4904922459474441,272,1.6128738843116854,1.7243420849476154,272,0.652611367733163,1.3050662130736048,272,0.984881058554439,1.7000663933193485,272,1.4755258273114176,2.0827685296676504,272,2.0344276390969753,2.573436740360092
intervention_activation_patch,272,0.09329821062460913,0.1686017078851705,272,-0.49919880024184854,0.40409485208248525,272,-0.6225730237256571,0.6016273070407786,272,0.48529317662092475,0.5528849762020153,272,0.7512817286941058,0.7400195728155897,272,1.1553333195008557,1.0116747388097607,272,1.52567176287309,1.226050663586057,272,0.5739856314133195,0.8279109286215067,272,0.8725573870846454,1.060434059424543,272,1.3439376568421721,1.4694031179923563,272,1.7556266029201009,1.7644310012985696
