epoch,train_loss,validation_loss,train_accuracy,validation_accuracy,train_macro_f1,validation_macro_f1,learning_rate
1.0,0.9011322469892717,1.259140859056753,0.6702752861119703,0.6414048059149723,0.6492251462938298,0.5859488411347012,0.001
2.0,0.6804733930856791,1.0892745582817223,0.7516238787503866,0.5582255083179297,0.7369860220849203,0.4267916236935261,0.001
3.0,0.550668287767628,1.0224363167603223,0.8008042066192391,0.5406654343807763,0.7868316832237388,0.540913987000606,0.001
4.0,0.5184707926995903,1.0182830382572305,0.8162697185276833,0.5637707948243993,0.8017161547225737,0.45753876097140983,0.0005
5.0,0.42792713981348773,0.8865100994375629,0.8493659140117538,0.6367837338262476,0.8386051109261659,0.5613128230612072,0.0005
6.0,0.38570712488795666,0.8425808664335561,0.854005567584287,0.6515711645101664,0.8429055621864516,0.5680617685883823,0.0005
7.0,0.39661404979955367,0.7187989632876215,0.8632848747293536,0.7190388170055453,0.8541465934534238,0.6242338749720285,0.0005
8.0,0.3625563260685207,0.7527065159487857,0.8728734921125889,0.7014787430683919,0.862616692522987,0.5940923702243261,0.0005
9.0,0.3703828602798797,1.358556317258454,0.8663779771110424,0.5942698706099815,0.8573922031357858,0.47273433607063264,0.0005
10.0,0.3675787731880674,0.9713323085935521,0.8700896999690689,0.6561922365988909,0.8598412925024399,0.5566577323497934,0.00025
11.0,0.34447388084097763,0.7463318939955971,0.8787503866377977,0.7005545286506469,0.869028209910533,0.6002580771871397,0.00025
12.0,0.3183435310234863,0.8070063530407199,0.8802969378286422,0.6487985212569316,0.8721501631562414,0.5703937021845205,0.00025
13.0,0.3106147995995841,0.8436812763679049,0.8877203835446953,0.6469500924214417,0.8780382698418534,0.5673474901153693,0.000125
14.0,0.28268619632521835,0.7738599822393407,0.9028765852149706,0.6691312384473198,0.8962457111074376,0.5667350024095819,0.000125
15.0,0.2814830506673878,0.662995988967899,0.901948654500464,0.7282809611829945,0.8947866088649603,0.6363810310891596,0.000125
16.0,0.2787373394299468,0.6598874688864635,0.9053510671203217,0.7402957486136784,0.8979025228661837,0.6568465191940083,0.000125
17.0,0.27545234294561566,0.6909638397299208,0.9025672749768018,0.7042513863216266,0.8948448115406193,0.6102251193170511,0.000125
18.0,0.26489968234693306,0.7351710363093233,0.9062789978348283,0.6968576709796673,0.900547194531644,0.6123339525147082,0.000125
19.0,0.2813355997366098,0.6365842609330599,0.9000927930714506,0.732902033271719,0.8918451517901609,0.6423631861201716,6.25e-05
20.0,0.2679978034056048,0.6423037962750454,0.9007114135477884,0.7476894639556377,0.8920004487892645,0.6492535195253775,6.25e-05
21.0,0.24004802755386956,0.6540714902820517,0.9158676152180637,0.7365988909426987,0.9103991653164933,0.6491208732880631,6.25e-05
22.0,0.24173890873259743,0.6582240248288332,0.9174141664089082,0.7264325323475046,0.9107071868988592,0.6327059945654029,3.125e-05
23.0,0.24279720915790834,0.6811044356353623,0.9146303742653882,0.7144177449168208,0.9076599341129781,0.6223045587002363,3.125e-05
24.0,0.246910789711277,0.6625027473802487,0.9161769254562326,0.7144177449168208,0.9097727844548292,0.6195345731927623,3.125e-05
