epoch,train_loss,validation_loss,train_accuracy,validation_accuracy,train_macro_f1,validation_macro_f1,learning_rate
1.0,0.890433803214549,0.8823842267177021,0.6767708011135168,0.6284658040665434,0.6545218001585331,0.5396337930881728,0.001
2.0,0.6339663309354808,1.7831605486640647,0.7711104237550263,0.4926062846580407,0.756807140075217,0.3801899649295263,0.001
3.0,0.5710183993751627,1.0869280229048897,0.7946180018558614,0.5637707948243993,0.7806564720112994,0.48767878342787085,0.001
4.0,0.48604482495301726,0.989532361657474,0.8255490256727498,0.5942698706099815,0.8100523540396974,0.5261453415922616,0.0005
5.0,0.41076688338019257,0.9084144819273084,0.8533869471079493,0.5822550831792976,0.840477738219699,0.5889356847772829,0.0005
6.0,0.39952025183427825,0.7967477867348798,0.8570986699659758,0.6626617375231053,0.8459847965477862,0.5860271182632553,0.0005
7.0,0.37426071699064584,0.7483542995620347,0.8682338385400556,0.7134935304990758,0.8577103006946445,0.6254657274044914,0.0005
8.0,0.3893285153673929,0.7761164837260344,0.8583359109186514,0.6959334565619224,0.8484718826167565,0.6032908087792215,0.0005
9.0,0.35640470663755625,0.7375308878981472,0.8744200433034334,0.6645101663585952,0.8635080600691497,0.5726488263975176,0.0005
10.0,0.3390511155239097,0.8014764354569414,0.8796783173523044,0.6358595194085028,0.8695715304438358,0.5436717249760418,0.00025
11.0,0.3100621620088843,0.8520575730670622,0.8951438292607485,0.6266173752310537,0.8872354188784545,0.5407631270256404,0.00025
12.0,0.3030662536805457,0.7544175320874741,0.8905041756882153,0.6802218114602587,0.8828004490491186,0.583438475770718,0.00025
13.0,0.30680986419389245,0.9236708217870285,0.8935972780699041,0.5970425138632163,0.8855170909173469,0.5294257373073055,0.000125
14.0,0.2886333525494234,0.6962518883721004,0.9022579647386328,0.7162661737523105,0.8942663941130524,0.6251521192599487,0.000125
15.0,0.2687754391600685,0.7931695604996408,0.9056603773584906,0.6635859519408502,0.89857835662153,0.5510886630608738,0.000125
