epoch,train_loss,validation_loss,train_accuracy,validation_accuracy,train_macro_f1,validation_macro_f1,learning_rate
1.0,0.8911971072460378,2.012553135700896,0.6705845963501392,0.3438077634011091,0.6439076303859903,0.28534334602162675,0.001
2.0,0.6310757887536735,1.2501266452168802,0.7723476647077018,0.5804066543438078,0.7562390372802543,0.48192094241436767,0.001
3.0,0.5822419882779367,1.2207944517931084,0.7909062789978348,0.6053604436229205,0.7746118496197023,0.5550625974627248,0.001
4.0,0.5213104244949572,1.2816702232122863,0.8066811011444479,0.577634011090573,0.7910446424577408,0.4748691251539625,0.001
5.0,0.47342283802064916,0.8585515863463531,0.8295700587689453,0.6682070240295749,0.8196240771272385,0.5675820413054602,0.001
6.0,0.4890782575175152,1.1006368973228715,0.822455923291061,0.5841035120147874,0.8110061530917198,0.5272407412656808,0.001
7.0,0.4394736658151475,0.9048559044568684,0.8413238478193629,0.66728280961183,0.8295228678543316,0.5524254421708601,0.001
8.0,0.40496198291421637,1.1604413413296346,0.854005567584287,0.4898336414048059,0.8433045132257493,0.5090079719924023,0.0005
9.0,0.3739210387482718,0.870862154610276,0.8645221156820291,0.6275415896487985,0.8535545617156541,0.5407262443227376,0.0005
10.0,0.35019419272912755,0.8924021527804641,0.8679245283018868,0.6016635859519408,0.8568851198861446,0.525559295670621,0.0005
11.0,0.3397693347440502,0.8538780139962318,0.8750386637797711,0.6210720887245841,0.8641349247860133,0.5390457276923204,0.00025
12.0,0.3240485167009263,0.6799825758926309,0.8802969378286422,0.7125693160813309,0.8702834675498963,0.6199483324315638,0.00025
13.0,0.3076123603810624,0.6955959732177738,0.8905041756882153,0.7125693160813309,0.881260784729079,0.62457591315494,0.00025
14.0,0.31011354576645345,0.775943012601677,0.8898855552118775,0.6756007393715342,0.8800370457415098,0.5883794696194079,0.00025
15.0,0.2964468244757034,0.7703773396127546,0.8973090009279308,0.6820702402957486,0.8892449838791889,0.5706874831912088,0.00025
16.0,0.28091323602468726,0.7701117787751164,0.8976183111660996,0.699630314232902,0.8888796896623878,0.5934534774746592,0.000125
17.0,0.2652172676751092,0.68844257157413,0.9031858954531395,0.6857670979667283,0.8956775683168761,0.6030013627771105,0.000125
18.0,0.26914127528243414,0.83221598596152,0.8997834828332818,0.6441774491682071,0.8914918685195392,0.5665220777763802,0.000125
19.0,0.2576528320436392,0.7816392978216055,0.9093721002165172,0.6691312384473198,0.9013644994089092,0.5718192298681029,6.25e-05
20.0,0.26036478280836756,0.6976703117410489,0.9050417568821528,0.6913123844731978,0.8959642100593439,0.5981352489358533,6.25e-05
21.0,0.2444019710919896,0.6904734707749044,0.9158676152180637,0.6968576709796673,0.9087866397520338,0.6014427162734697,6.25e-05
