epoch,train_loss,validation_loss,train_accuracy,validation_accuracy,train_macro_f1,validation_macro_f1,learning_rate
1.0,1.473994028225352,2.0595810909147843,0.4580884627281163,0.2902033271719039,0.38130086232999977,0.20786884187422858,0.001
2.0,1.1373673656058318,2.2382162163746777,0.591710485617074,0.2024029574861368,0.5245625011047395,0.19758572725515017,0.001
3.0,1.0162273189839364,1.8473048694913796,0.6331580575317043,0.3031423290203327,0.5771317734276442,0.20763985330172385,0.001
4.0,0.957982264028184,1.3650746906310485,0.6514073615836684,0.4907578558225508,0.5994481886152426,0.38367810727398954,0.001
5.0,0.9092173158219087,3.23717758836235,0.6591401175378905,0.3142329020332717,0.6082107741764862,0.21981636805177118,0.001
6.0,0.9363814792211234,1.5360599868619287,0.655119084441695,0.32070240295748614,0.6079593989632314,0.2674052433610689,0.001
7.0,0.8528029406509494,2.5550585852973784,0.6978038973090009,0.38632162661737524,0.6514368595961049,0.29833920220923726,0.0005
8.0,0.8260250104089437,5.599014116964146,0.695020105165481,0.32717190388170053,0.6497869471102887,0.25452587555257467,0.0005
9.0,0.7741296792450683,4.163122899871657,0.7148159604082895,0.17190388170055454,0.6731856786879125,0.20495382988013233,0.0005
10.0,0.7788189682398571,4.5373687885164555,0.7123414785029385,0.2412199630314233,0.6711535200277889,0.1397972151029172,0.00025
11.0,0.7495801966145353,1.1168947310467525,0.7299721620785647,0.5064695009242144,0.6940388675484644,0.42931556010432864,0.00025
12.0,0.7235909827788696,6.3269837435865135,0.7367769873182802,0.24399260628465805,0.6951192745668688,0.17432182155493015,0.00025
13.0,0.7159425729832117,1.9326302098478716,0.742963192081658,0.4288354898336414,0.7067843966647501,0.3376164673993294,0.00025
14.0,0.7209336057816944,13.081105866405748,0.7435818125579957,0.21534195933456562,0.7068236714738556,0.1524171841461646,0.000125
15.0,0.6887922284959309,1.1281759567324643,0.7510052582740488,0.5314232902033271,0.712967342225454,0.45404063791640725,0.000125
16.0,0.6801084726357511,12.213934581072627,0.7556449118465821,0.24676524953789278,0.7248649885110259,0.13768905819475435,0.000125
17.0,0.6723015693699359,1.2108491698001096,0.7525518094648933,0.5249537892791127,0.719151162866084,0.443124545828723,0.000125
18.0,0.6759314529858172,1.4145066219204676,0.7581193937519332,0.4454713493530499,0.7252877917704751,0.4061461674428543,6.25e-05
19.0,0.6528848159287391,1.2028513552961861,0.7686359418496752,0.5203327171903882,0.7341650374066073,0.4382453690725402,6.25e-05
20.0,0.6656677693064059,1.1130808999214508,0.7602845654191154,0.5295748613678374,0.7296052319062734,0.4268958677627369,6.25e-05
21.0,0.6567390772199764,15.5441533651017,0.7636869780389731,0.23752310536044363,0.7298896264709578,0.11751359533130426,3.125e-05
22.0,0.6267806123993989,1.3824566749239584,0.7779152489947417,0.4852125693160813,0.7472114202105402,0.3945116139576822,3.125e-05
23.0,0.6383132652863238,1.0703609415541735,0.7729662851840395,0.5268022181146026,0.7440933856255667,0.4516896856705994,3.125e-05
