comparison,model_a,model_b,comparison_target,subgroup,metric,pair_count,source_group_count,model_a_mean,model_b_mean,mean_paired_difference,wilcoxon_statistic,wilcoxon_p_value,paired_bootstrap_ci_low,paired_bootstrap_ci_high,hierarchical_bootstrap_ci_low,hierarchical_bootstrap_ci_high,confidence_level,bootstrap_iterations,wilcoxon_p_holm,significant_holm_0.05,wilcoxon_p_display,wilcoxon_p_holm_display
UNI - CNN,UNI,CNN,shared_prediction,both_correct,bottom_target_logit_auc,192,10,2.9518320260336623,2.197495889948914,0.7543361360847484,3362.0,1.9331231219935033e-14,0.5800155695342982,0.9308464897242082,0.35334139926150543,1.261412030141445,0.95,5000,1.9331231219935033e-14,True,p < 0.0001,p < 0.0001
UNI - CNN,UNI,CNN,shared_prediction,both_correct,top_minus_random_target_logit_auc,192,10,-0.572467804128731,-0.3971443505623029,-0.17532345356642817,7150.0,0.006108568822121875,-0.26442413162733525,-0.0898255589519735,-0.3619386022089546,0.03889845010842382,0.95,5000,0.006108568822121875,True,p = 0.0061,p = 0.0061
UNI - CNN,UNI,CNN,shared_prediction,both_correct,top_margin_auc,192,10,1.4989822484863302,0.6882580386319509,0.8107242098543793,3960.0,6.011225285209894e-12,0.5988513330392502,1.019418684464375,0.5472008524178199,1.1238597450650598,0.95,5000,6.011225285209894e-12,True,p < 0.0001,p < 0.0001
UNI - CNN,UNI,CNN,shared_prediction,both_correct,top_minus_random_margin_auc,192,10,-0.8087883137428434,-0.17158214893861437,-0.637206164804229,2914.0,1.7796876114225372e-16,-0.7837492335878414,-0.4993343092991563,-0.9723843724878914,-0.36192576439897584,0.95,5000,1.7796876114225372e-16,True,p < 0.0001,p < 0.0001
UNI - CNN,UNI,CNN,shared_prediction,both_correct,top_5_target_logit_drop,192,10,0.591149803561469,0.6161992308916524,-0.025049427330183487,8982.0,0.714544869659071,-0.155890521229594,0.1045869380109555,-0.3074108482648045,0.28075597998242685,0.95,5000,0.714544869659071,False,p = 0.7145,p = 0.7145
UNI - CNN,UNI,CNN,shared_prediction,both_correct,top_10_target_logit_drop,192,10,0.8542982772924006,1.1570373844200124,-0.3027391071276118,6468.0,0.00028733086446511394,-0.48211492058859823,-0.1247309874898444,-0.7072866048286891,0.10622987479673664,0.95,5000,0.00028733086446511394,True,p = 0.0003,p = 0.0003
UNI - CNN,UNI,CNN,shared_prediction,both_correct,top_20_target_logit_drop,192,10,1.2906807680992642,2.1161469081028677,-0.8254661400036033,4757.0,5.0456396070246314e-09,-1.0813536555321965,-0.5756170183853102,-1.4075044298620623,-0.2251462124791733,0.95,5000,5.0456396070246314e-09,True,p < 0.0001,p < 0.0001
UNI - CNN,UNI,CNN,shared_prediction,both_correct,top_30_target_logit_drop,192,10,1.7665115268173395,3.0391604161365344,-1.2726488893191952,4144.0,3.1212929617441626e-11,-1.6068714551001904,-0.9328180052022316,-2.0453074118988948,-0.5026358142883925,0.95,5000,3.1212929617441626e-11,True,p < 0.0001,p < 0.0001
UNI - CNN,UNI,CNN,shared_prediction,both_correct,top_5_margin_drop,192,10,0.7474803309887648,0.5657844298984855,0.18169590109027922,7813.0,0.05983967506569853,0.005561166072341951,0.3585043863917234,-0.11703356755586032,0.4929699684576695,0.95,5000,0.05983967506569853,False,p = 0.0598,p = 0.0598
UNI - CNN,UNI,CNN,shared_prediction,both_correct,top_10_margin_drop,192,10,1.09287337337931,1.0196064161912848,0.07326695718802512,9253.0,0.9886168095912155,-0.16338593519176353,0.31362841608934094,-0.34680433347484174,0.4983949333931502,0.95,5000,0.9886168095912155,False,p = 0.9886,p = 0.9886
UNI - CNN,UNI,CNN,shared_prediction,both_correct,top_20_margin_drop,192,10,1.6738400716955464,1.7633924186229706,-0.08955234692742427,8279.0,0.20140366546898214,-0.44394598589666806,0.2856938749784603,-0.7264454392231432,0.5742996573505151,0.95,5000,0.20140366546898214,False,p = 0.2014,p = 0.2014
UNI - CNN,UNI,CNN,shared_prediction,both_correct,top_30_margin_drop,192,10,2.3527196928237877,2.527585042097295,-0.1748653492735078,8035.0,0.11092818174913467,-0.6488959352854483,0.3020427547919097,-1.115685301576772,0.8145937074858852,0.95,5000,0.11092818174913467,False,p = 0.1109,p = 0.1109
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,attribution_occlusion_spearman,41,9,0.21412421922512304,0.2536637396279088,-0.039539520402785716,354.0,0.3283341129190376,-0.16163432847088197,0.08915619059183609,-0.30068094275954577,0.23640320187939204,0.95,5000,0.3283341129190376,False,p = 0.3283,p = 0.3283
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,top_target_logit_auc,41,9,1.5175002684112546,1.1752042125229063,0.3422960558883483,325.0,0.1754823057235626,-0.08005343193284838,0.7661869207357918,-0.4783084342180936,1.2277880278072033,0.95,5000,0.1754823057235626,False,p = 0.1755,p = 0.1755
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,random_target_logit_auc,41,9,2.0054082049829205,1.4763224308560718,0.5290857741268489,299.0,0.0897408917771827,0.06758688999612522,1.0755360190293222,-0.287609971842829,1.5657449948050592,0.95,5000,0.0897408917771827,False,p = 0.0897,p = 0.0897
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,bottom_target_logit_auc,41,9,2.2330748842256827,1.8452623338597578,0.38781255036592477,328.0,0.18831355221846025,-0.017655917737723983,0.8075772801713971,-0.4261873240096833,1.3084514553574178,0.95,5000,0.18831355221846025,False,p = 0.1883,p = 0.1883
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,top_minus_random_target_logit_auc,41,9,-0.4879079365716657,-0.30111821833316504,-0.18678971823850055,280.0,0.051234200403087016,-0.38242225435085425,-0.04264057809401797,-0.46561819374249774,0.01815291645354596,0.95,5000,0.051234200403087016,False,p = 0.0512,p = 0.0512
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,top_margin_auc,41,9,0.21520876030369507,0.4789891926798879,-0.2637804323761928,370.0,0.4408965276352319,-0.7806362016012938,0.2622314560772253,-1.3813532052489614,0.8683501494881062,0.95,5000,0.4408965276352319,False,p = 0.4409,p = 0.4409
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,top_minus_random_margin_auc,41,9,-0.9290678753562998,-0.12259127854642168,-0.8064765968098782,67.0,1.947310011018999e-07,-1.0968920080712428,-0.5438556546994158,-1.2792473124350798,-0.2835562161107452,0.95,5000,1.947310011018999e-07,True,p < 0.0001,p < 0.0001
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,top_5_target_logit_drop,41,9,0.6236292821605031,0.4638935850887764,0.15973569707172672,272.0,0.039707179644210555,-0.02665128995005676,0.3366164979411334,-0.18881998492404817,0.45998685838294073,0.95,5000,0.039707179644210555,True,p = 0.0397,p = 0.0397
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,top_10_target_logit_drop,41,9,0.8389297643812691,0.9122114601295169,-0.07328169574824775,429.0,0.989773659029197,-0.36721056628427123,0.19121436083280421,-0.5609079420574385,0.3121300707889371,0.95,5000,0.989773659029197,False,p = 0.9898,p = 0.9898
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,top_20_target_logit_drop,41,9,1.1951339372274716,1.687346165863479,-0.4922122286360075,264.0,0.03041747971838049,-0.8975142439713746,-0.13894425355204673,-1.1435076298197737,-0.004161503685650307,0.95,5000,0.03041747971838049,True,p = 0.0304,p = 0.0304
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,top_30_target_logit_drop,41,9,1.4455118615452835,2.4888782839222654,-1.0433664223769816,131.0,4.3006714804505464e-05,-1.629252184191491,-0.5679432792907082,-1.9274376498072434,-0.436369138664873,0.95,5000,4.3006714804505464e-05,True,p < 0.0001,p < 0.0001
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,top_5_margin_drop,41,9,1.3265714514546278,0.3077120999010598,1.018859351553568,158.0,0.00024147424755938118,0.5057788995344465,1.5780664555546713,-0.0885262303182057,2.2815191254252882,0.95,5000,0.00024147424755938118,True,p = 0.0002,p = 0.0002
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,top_10_margin_drop,41,9,1.6343563082741528,0.4802148305788273,1.1541414776953256,202.0,0.0024914846717365435,0.4668784644000415,1.8847744143590694,-0.3190684853800954,2.7500815832676984,0.95,5000,0.0024914846717365435,True,p = 0.0025,p = 0.0025
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,top_20_margin_drop,41,9,2.13229219070295,0.7943004460596457,1.3379917446433045,223.0,0.006378370160746272,0.5154525550672922,2.216440157038046,-0.4220729863358702,3.220811016852,0.95,5000,0.006378370160746272,True,p = 0.0064,p = 0.0064
UNI - CNN,UNI,CNN,shared_prediction,both_incorrect,top_30_margin_drop,41,9,2.451646636172039,1.4625991335729274,0.9890475025991114,297.0,0.08484379739729775,0.017137971484080326,1.9548095066736384,-0.9915246299503478,2.914598858901878,0.95,5000,0.08484379739729775,False,p = 0.0848,p = 0.0848
