model,seed,true_class,predicted_class,count
FrozenResNet18,89,04_LYMPHO,01_TUMOR,13
FrozenResNet18,89,04_LYMPHO,02_STROMA,5
FrozenResNet18,89,04_LYMPHO,03_COMPLEX,98
FrozenResNet18,89,04_LYMPHO,04_LYMPHO,484
FrozenResNet18,89,04_LYMPHO,05_DEBRIS,20
FrozenResNet18,89,04_LYMPHO,06_MUCOSA,5
FrozenResNet18,89,04_LYMPHO,07_ADIPOSE,0
FrozenResNet18,89,04_LYMPHO,08_EMPTY,0
FrozenResNet18,89,05_DEBRIS,01_TUMOR,77
FrozenResNet18,89,05_DEBRIS,02_STROMA,211
FrozenResNet18,89,05_DEBRIS,03_COMPLEX,13
FrozenResNet18,89,05_DEBRIS,04_LYMPHO,17
FrozenResNet18,89,05_DEBRIS,05_DEBRIS,265
FrozenResNet18,89,05_DEBRIS,06_MUCOSA,36
FrozenResNet18,89,05_DEBRIS,07_ADIPOSE,6
FrozenResNet18,89,05_DEBRIS,08_EMPTY,0
FrozenResNet18,89,06_MUCOSA,01_TUMOR,14
FrozenResNet18,89,06_MUCOSA,02_STROMA,4
FrozenResNet18,89,06_MUCOSA,03_COMPLEX,16
FrozenResNet18,89,06_MUCOSA,04_LYMPHO,9
FrozenResNet18,89,06_MUCOSA,05_DEBRIS,3
FrozenResNet18,89,06_MUCOSA,06_MUCOSA,579
FrozenResNet18,89,06_MUCOSA,07_ADIPOSE,0
FrozenResNet18,89,06_MUCOSA,08_EMPTY,0
FrozenResNet18,89,07_ADIPOSE,01_TUMOR,0
FrozenResNet18,89,07_ADIPOSE,02_STROMA,2
FrozenResNet18,89,07_ADIPOSE,03_COMPLEX,0
FrozenResNet18,89,07_ADIPOSE,04_LYMPHO,0
FrozenResNet18,89,07_ADIPOSE,05_DEBRIS,5
FrozenResNet18,89,07_ADIPOSE,06_MUCOSA,1
FrozenResNet18,89,07_ADIPOSE,07_ADIPOSE,608
FrozenResNet18,89,07_ADIPOSE,08_EMPTY,9
FrozenResNet18,89,08_EMPTY,01_TUMOR,0
FrozenResNet18,89,08_EMPTY,02_STROMA,0
FrozenResNet18,89,08_EMPTY,03_COMPLEX,0
FrozenResNet18,89,08_EMPTY,04_LYMPHO,0
FrozenResNet18,89,08_EMPTY,05_DEBRIS,3
FrozenResNet18,89,08_EMPTY,06_MUCOSA,0
FrozenResNet18,89,08_EMPTY,07_ADIPOSE,56
FrozenResNet18,89,08_EMPTY,08_EMPTY,566
FrozenResNet18,101,01_TUMOR,01_TUMOR,556
FrozenResNet18,101,01_TUMOR,02_STROMA,4
FrozenResNet18,101,01_TUMOR,03_COMPLEX,34
FrozenResNet18,101,01_TUMOR,04_LYMPHO,11
FrozenResNet18,101,01_TUMOR,05_DEBRIS,6
FrozenResNet18,101,01_TUMOR,06_MUCOSA,12
FrozenResNet18,101,01_TUMOR,07_ADIPOSE,2
FrozenResNet18,101,01_TUMOR,08_EMPTY,0
FrozenResNet18,101,02_STROMA,01_TUMOR,4
FrozenResNet18,101,02_STROMA,02_STROMA,383
FrozenResNet18,101,02_STROMA,03_COMPLEX,149
FrozenResNet18,101,02_STROMA,04_LYMPHO,2
FrozenResNet18,101,02_STROMA,05_DEBRIS,81
FrozenResNet18,101,02_STROMA,06_MUCOSA,5
FrozenResNet18,101,02_STROMA,07_ADIPOSE,1
FrozenResNet18,101,02_STROMA,08_EMPTY,0
FrozenResNet18,101,03_COMPLEX,01_TUMOR,33
FrozenResNet18,101,03_COMPLEX,02_STROMA,116
FrozenResNet18,101,03_COMPLEX,03_COMPLEX,401
FrozenResNet18,101,03_COMPLEX,04_LYMPHO,44
FrozenResNet18,101,03_COMPLEX,05_DEBRIS,21
FrozenResNet18,101,03_COMPLEX,06_MUCOSA,10
FrozenResNet18,101,03_COMPLEX,07_ADIPOSE,0
FrozenResNet18,101,03_COMPLEX,08_EMPTY,0
FrozenResNet18,101,04_LYMPHO,01_TUMOR,7
FrozenResNet18,101,04_LYMPHO,02_STROMA,4
FrozenResNet18,101,04_LYMPHO,03_COMPLEX,101
FrozenResNet18,101,04_LYMPHO,04_LYMPHO,480
FrozenResNet18,101,04_LYMPHO,05_DEBRIS,23
FrozenResNet18,101,04_LYMPHO,06_MUCOSA,10
FrozenResNet18,101,04_LYMPHO,07_ADIPOSE,0
FrozenResNet18,101,04_LYMPHO,08_EMPTY,0
FrozenResNet18,101,05_DEBRIS,01_TUMOR,68
FrozenResNet18,101,05_DEBRIS,02_STROMA,218
FrozenResNet18,101,05_DEBRIS,03_COMPLEX,18
FrozenResNet18,101,05_DEBRIS,04_LYMPHO,12
FrozenResNet18,101,05_DEBRIS,05_DEBRIS,268
FrozenResNet18,101,05_DEBRIS,06_MUCOSA,36
FrozenResNet18,101,05_DEBRIS,07_ADIPOSE,5
FrozenResNet18,101,05_DEBRIS,08_EMPTY,0
FrozenResNet18,101,06_MUCOSA,01_TUMOR,19
FrozenResNet18,101,06_MUCOSA,02_STROMA,3
FrozenResNet18,101,06_MUCOSA,03_COMPLEX,14
FrozenResNet18,101,06_MUCOSA,04_LYMPHO,10
FrozenResNet18,101,06_MUCOSA,05_DEBRIS,2
FrozenResNet18,101,06_MUCOSA,06_MUCOSA,577
FrozenResNet18,101,06_MUCOSA,07_ADIPOSE,0
FrozenResNet18,101,06_MUCOSA,08_EMPTY,0
FrozenResNet18,101,07_ADIPOSE,01_TUMOR,0
FrozenResNet18,101,07_ADIPOSE,02_STROMA,3
FrozenResNet18,101,07_ADIPOSE,03_COMPLEX,0
FrozenResNet18,101,07_ADIPOSE,04_LYMPHO,0
FrozenResNet18,101,07_ADIPOSE,05_DEBRIS,5
FrozenResNet18,101,07_ADIPOSE,06_MUCOSA,1
FrozenResNet18,101,07_ADIPOSE,07_ADIPOSE,608
FrozenResNet18,101,07_ADIPOSE,08_EMPTY,8
FrozenResNet18,101,08_EMPTY,01_TUMOR,0
FrozenResNet18,101,08_EMPTY,02_STROMA,0
FrozenResNet18,101,08_EMPTY,03_COMPLEX,0
FrozenResNet18,101,08_EMPTY,04_LYMPHO,0
FrozenResNet18,101,08_EMPTY,05_DEBRIS,1
FrozenResNet18,101,08_EMPTY,06_MUCOSA,0
FrozenResNet18,101,08_EMPTY,07_ADIPOSE,40
FrozenResNet18,101,08_EMPTY,08_EMPTY,584
FrozenResNet18,131,01_TUMOR,01_TUMOR,564
FrozenResNet18,131,01_TUMOR,02_STROMA,2
FrozenResNet18,131,01_TUMOR,03_COMPLEX,25
FrozenResNet18,131,01_TUMOR,04_LYMPHO,9
FrozenResNet18,131,01_TUMOR,05_DEBRIS,6
FrozenResNet18,131,01_TUMOR,06_MUCOSA,16
FrozenResNet18,131,01_TUMOR,07_ADIPOSE,3
FrozenResNet18,131,01_TUMOR,08_EMPTY,0
FrozenResNet18,131,02_STROMA,01_TUMOR,3
FrozenResNet18,131,02_STROMA,02_STROMA,381
FrozenResNet18,131,02_STROMA,03_COMPLEX,149
FrozenResNet18,131,02_STROMA,04_LYMPHO,2
FrozenResNet18,131,02_STROMA,05_DEBRIS,81
FrozenResNet18,131,02_STROMA,06_MUCOSA,8
FrozenResNet18,131,02_STROMA,07_ADIPOSE,1
FrozenResNet18,131,02_STROMA,08_EMPTY,0
FrozenResNet18,131,03_COMPLEX,01_TUMOR,32
FrozenResNet18,131,03_COMPLEX,02_STROMA,110
FrozenResNet18,131,03_COMPLEX,03_COMPLEX,404
FrozenResNet18,131,03_COMPLEX,04_LYMPHO,54
FrozenResNet18,131,03_COMPLEX,05_DEBRIS,18
FrozenResNet18,131,03_COMPLEX,06_MUCOSA,7
FrozenResNet18,131,03_COMPLEX,07_ADIPOSE,0
FrozenResNet18,131,03_COMPLEX,08_EMPTY,0
FrozenResNet18,131,04_LYMPHO,01_TUMOR,8
FrozenResNet18,131,04_LYMPHO,02_STROMA,4
FrozenResNet18,131,04_LYMPHO,03_COMPLEX,105
FrozenResNet18,131,04_LYMPHO,04_LYMPHO,490
FrozenResNet18,131,04_LYMPHO,05_DEBRIS,13
FrozenResNet18,131,04_LYMPHO,06_MUCOSA,5
FrozenResNet18,131,04_LYMPHO,07_ADIPOSE,0
FrozenResNet18,131,04_LYMPHO,08_EMPTY,0
FrozenResNet18,131,05_DEBRIS,01_TUMOR,53
FrozenResNet18,131,05_DEBRIS,02_STROMA,229
FrozenResNet18,131,05_DEBRIS,03_COMPLEX,19
FrozenResNet18,131,05_DEBRIS,04_LYMPHO,15
FrozenResNet18,131,05_DEBRIS,05_DEBRIS,260
FrozenResNet18,131,05_DEBRIS,06_MUCOSA,43
FrozenResNet18,131,05_DEBRIS,07_ADIPOSE,6
FrozenResNet18,131,05_DEBRIS,08_EMPTY,0
FrozenResNet18,131,06_MUCOSA,01_TUMOR,13
FrozenResNet18,131,06_MUCOSA,02_STROMA,6
FrozenResNet18,131,06_MUCOSA,03_COMPLEX,11
FrozenResNet18,131,06_MUCOSA,04_LYMPHO,13
FrozenResNet18,131,06_MUCOSA,05_DEBRIS,2
FrozenResNet18,131,06_MUCOSA,06_MUCOSA,580
FrozenResNet18,131,06_MUCOSA,07_ADIPOSE,0
FrozenResNet18,131,06_MUCOSA,08_EMPTY,0
FrozenResNet18,131,07_ADIPOSE,01_TUMOR,0
FrozenResNet18,131,07_ADIPOSE,02_STROMA,3
FrozenResNet18,131,07_ADIPOSE,03_COMPLEX,0
FrozenResNet18,131,07_ADIPOSE,04_LYMPHO,0
FrozenResNet18,131,07_ADIPOSE,05_DEBRIS,7
FrozenResNet18,131,07_ADIPOSE,06_MUCOSA,1
FrozenResNet18,131,07_ADIPOSE,07_ADIPOSE,606
FrozenResNet18,131,07_ADIPOSE,08_EMPTY,8
FrozenResNet18,131,08_EMPTY,01_TUMOR,1
FrozenResNet18,131,08_EMPTY,02_STROMA,0
FrozenResNet18,131,08_EMPTY,03_COMPLEX,0
FrozenResNet18,131,08_EMPTY,04_LYMPHO,0
FrozenResNet18,131,08_EMPTY,05_DEBRIS,3
FrozenResNet18,131,08_EMPTY,06_MUCOSA,0
FrozenResNet18,131,08_EMPTY,07_ADIPOSE,86
FrozenResNet18,131,08_EMPTY,08_EMPTY,535
FrozenResNet18,151,01_TUMOR,01_TUMOR,553
FrozenResNet18,151,01_TUMOR,02_STROMA,2
FrozenResNet18,151,01_TUMOR,03_COMPLEX,37
FrozenResNet18,151,01_TUMOR,04_LYMPHO,9
FrozenResNet18,151,01_TUMOR,05_DEBRIS,7
FrozenResNet18,151,01_TUMOR,06_MUCOSA,13
FrozenResNet18,151,01_TUMOR,07_ADIPOSE,4
FrozenResNet18,151,01_TUMOR,08_EMPTY,0
FrozenResNet18,151,02_STROMA,01_TUMOR,3
FrozenResNet18,151,02_STROMA,02_STROMA,388
FrozenResNet18,151,02_STROMA,03_COMPLEX,141
FrozenResNet18,151,02_STROMA,04_LYMPHO,3
FrozenResNet18,151,02_STROMA,05_DEBRIS,81
FrozenResNet18,151,02_STROMA,06_MUCOSA,8
FrozenResNet18,151,02_STROMA,07_ADIPOSE,1
FrozenResNet18,151,02_STROMA,08_EMPTY,0
FrozenResNet18,151,03_COMPLEX,01_TUMOR,40
FrozenResNet18,151,03_COMPLEX,02_STROMA,118
FrozenResNet18,151,03_COMPLEX,03_COMPLEX,386
FrozenResNet18,151,03_COMPLEX,04_LYMPHO,56
FrozenResNet18,151,03_COMPLEX,05_DEBRIS,15
FrozenResNet18,151,03_COMPLEX,06_MUCOSA,10
FrozenResNet18,151,03_COMPLEX,07_ADIPOSE,0
FrozenResNet18,151,03_COMPLEX,08_EMPTY,0
FrozenResNet18,151,04_LYMPHO,01_TUMOR,14
FrozenResNet18,151,04_LYMPHO,02_STROMA,4
FrozenResNet18,151,04_LYMPHO,03_COMPLEX,108
FrozenResNet18,151,04_LYMPHO,04_LYMPHO,473
FrozenResNet18,151,04_LYMPHO,05_DEBRIS,20
FrozenResNet18,151,04_LYMPHO,06_MUCOSA,6
FrozenResNet18,151,04_LYMPHO,07_ADIPOSE,0
FrozenResNet18,151,04_LYMPHO,08_EMPTY,0
FrozenResNet18,151,05_DEBRIS,01_TUMOR,72
FrozenResNet18,151,05_DEBRIS,02_STROMA,226
FrozenResNet18,151,05_DEBRIS,03_COMPLEX,14
FrozenResNet18,151,05_DEBRIS,04_LYMPHO,30
FrozenResNet18,151,05_DEBRIS,05_DEBRIS,231
FrozenResNet18,151,05_DEBRIS,06_MUCOSA,42
FrozenResNet18,151,05_DEBRIS,07_ADIPOSE,8
FrozenResNet18,151,05_DEBRIS,08_EMPTY,2
FrozenResNet18,151,06_MUCOSA,01_TUMOR,16
FrozenResNet18,151,06_MUCOSA,02_STROMA,4
FrozenResNet18,151,06_MUCOSA,03_COMPLEX,13
FrozenResNet18,151,06_MUCOSA,04_LYMPHO,15
FrozenResNet18,151,06_MUCOSA,05_DEBRIS,2
FrozenResNet18,151,06_MUCOSA,06_MUCOSA,575
FrozenResNet18,151,06_MUCOSA,07_ADIPOSE,0
FrozenResNet18,151,06_MUCOSA,08_EMPTY,0
FrozenResNet18,151,07_ADIPOSE,01_TUMOR,0
FrozenResNet18,151,07_ADIPOSE,02_STROMA,3
FrozenResNet18,151,07_ADIPOSE,03_COMPLEX,0
FrozenResNet18,151,07_ADIPOSE,04_LYMPHO,0
FrozenResNet18,151,07_ADIPOSE,05_DEBRIS,7
FrozenResNet18,151,07_ADIPOSE,06_MUCOSA,1
FrozenResNet18,151,07_ADIPOSE,07_ADIPOSE,607
FrozenResNet18,151,07_ADIPOSE,08_EMPTY,7
FrozenResNet18,151,08_EMPTY,01_TUMOR,0
FrozenResNet18,151,08_EMPTY,02_STROMA,0
FrozenResNet18,151,08_EMPTY,03_COMPLEX,0
FrozenResNet18,151,08_EMPTY,04_LYMPHO,0
FrozenResNet18,151,08_EMPTY,05_DEBRIS,1
FrozenResNet18,151,08_EMPTY,06_MUCOSA,0
FrozenResNet18,151,08_EMPTY,07_ADIPOSE,101
FrozenResNet18,151,08_EMPTY,08_EMPTY,523
FrozenResNet18,181,01_TUMOR,01_TUMOR,550
FrozenResNet18,181,01_TUMOR,02_STROMA,3
FrozenResNet18,181,01_TUMOR,03_COMPLEX,36
FrozenResNet18,181,01_TUMOR,04_LYMPHO,10
FrozenResNet18,181,01_TUMOR,05_DEBRIS,10
FrozenResNet18,181,01_TUMOR,06_MUCOSA,13
FrozenResNet18,181,01_TUMOR,07_ADIPOSE,3
FrozenResNet18,181,01_TUMOR,08_EMPTY,0
FrozenResNet18,181,02_STROMA,01_TUMOR,5
FrozenResNet18,181,02_STROMA,02_STROMA,384
FrozenResNet18,181,02_STROMA,03_COMPLEX,154
FrozenResNet18,181,02_STROMA,04_LYMPHO,2
FrozenResNet18,181,02_STROMA,05_DEBRIS,74
FrozenResNet18,181,02_STROMA,06_MUCOSA,5
FrozenResNet18,181,02_STROMA,07_ADIPOSE,1
FrozenResNet18,181,02_STROMA,08_EMPTY,0
FrozenResNet18,181,03_COMPLEX,01_TUMOR,34
FrozenResNet18,181,03_COMPLEX,02_STROMA,105
FrozenResNet18,181,03_COMPLEX,03_COMPLEX,405
FrozenResNet18,181,03_COMPLEX,04_LYMPHO,51
FrozenResNet18,181,03_COMPLEX,05_DEBRIS,22
FrozenResNet18,181,03_COMPLEX,06_MUCOSA,8
FrozenResNet18,181,03_COMPLEX,07_ADIPOSE,0
FrozenResNet18,181,03_COMPLEX,08_EMPTY,0
FrozenResNet18,181,04_LYMPHO,01_TUMOR,9
FrozenResNet18,181,04_LYMPHO,02_STROMA,5
FrozenResNet18,181,04_LYMPHO,03_COMPLEX,105
FrozenResNet18,181,04_LYMPHO,04_LYMPHO,477
FrozenResNet18,181,04_LYMPHO,05_DEBRIS,23
FrozenResNet18,181,04_LYMPHO,06_MUCOSA,6
FrozenResNet18,181,04_LYMPHO,07_ADIPOSE,0
FrozenResNet18,181,04_LYMPHO,08_EMPTY,0
FrozenResNet18,181,05_DEBRIS,01_TUMOR,63
FrozenResNet18,181,05_DEBRIS,02_STROMA,220
FrozenResNet18,181,05_DEBRIS,03_COMPLEX,18
FrozenResNet18,181,05_DEBRIS,04_LYMPHO,14
FrozenResNet18,181,05_DEBRIS,05_DEBRIS,274
FrozenResNet18,181,05_DEBRIS,06_MUCOSA,31
FrozenResNet18,181,05_DEBRIS,07_ADIPOSE,5
FrozenResNet18,181,05_DEBRIS,08_EMPTY,0
FrozenResNet18,181,06_MUCOSA,01_TUMOR,17
FrozenResNet18,181,06_MUCOSA,02_STROMA,2
FrozenResNet18,181,06_MUCOSA,03_COMPLEX,12
FrozenResNet18,181,06_MUCOSA,04_LYMPHO,9
FrozenResNet18,181,06_MUCOSA,05_DEBRIS,2
FrozenResNet18,181,06_MUCOSA,06_MUCOSA,583
FrozenResNet18,181,06_MUCOSA,07_ADIPOSE,0
FrozenResNet18,181,06_MUCOSA,08_EMPTY,0
FrozenResNet18,181,07_ADIPOSE,01_TUMOR,0
FrozenResNet18,181,07_ADIPOSE,02_STROMA,2
FrozenResNet18,181,07_ADIPOSE,03_COMPLEX,0
FrozenResNet18,181,07_ADIPOSE,04_LYMPHO,0
FrozenResNet18,181,07_ADIPOSE,05_DEBRIS,6
FrozenResNet18,181,07_ADIPOSE,06_MUCOSA,1
FrozenResNet18,181,07_ADIPOSE,07_ADIPOSE,609
FrozenResNet18,181,07_ADIPOSE,08_EMPTY,7
FrozenResNet18,181,08_EMPTY,01_TUMOR,0
FrozenResNet18,181,08_EMPTY,02_STROMA,0
FrozenResNet18,181,08_EMPTY,03_COMPLEX,0
FrozenResNet18,181,08_EMPTY,04_LYMPHO,0
FrozenResNet18,181,08_EMPTY,05_DEBRIS,3
FrozenResNet18,181,08_EMPTY,06_MUCOSA,0
FrozenResNet18,181,08_EMPTY,07_ADIPOSE,57
FrozenResNet18,181,08_EMPTY,08_EMPTY,565
ResNet18,11,01_TUMOR,01_TUMOR,563
ResNet18,11,01_TUMOR,02_STROMA,4
ResNet18,11,01_TUMOR,03_COMPLEX,31
ResNet18,11,01_TUMOR,04_LYMPHO,4
ResNet18,11,01_TUMOR,05_DEBRIS,0
ResNet18,11,01_TUMOR,06_MUCOSA,23
ResNet18,11,01_TUMOR,07_ADIPOSE,0
ResNet18,11,01_TUMOR,08_EMPTY,0
ResNet18,11,02_STROMA,01_TUMOR,0
ResNet18,11,02_STROMA,02_STROMA,400
ResNet18,11,02_STROMA,03_COMPLEX,144
ResNet18,11,02_STROMA,04_LYMPHO,2
ResNet18,11,02_STROMA,05_DEBRIS,75
ResNet18,11,02_STROMA,06_MUCOSA,3
ResNet18,11,02_STROMA,07_ADIPOSE,1
ResNet18,11,02_STROMA,08_EMPTY,0
ResNet18,11,03_COMPLEX,01_TUMOR,22
ResNet18,11,03_COMPLEX,02_STROMA,113
ResNet18,11,03_COMPLEX,03_COMPLEX,446
ResNet18,11,03_COMPLEX,04_LYMPHO,34
ResNet18,11,03_COMPLEX,05_DEBRIS,6
ResNet18,11,03_COMPLEX,06_MUCOSA,4
ResNet18,11,03_COMPLEX,07_ADIPOSE,0
ResNet18,11,03_COMPLEX,08_EMPTY,0
ResNet18,11,04_LYMPHO,01_TUMOR,4
ResNet18,11,04_LYMPHO,02_STROMA,1
ResNet18,11,04_LYMPHO,03_COMPLEX,58
ResNet18,11,04_LYMPHO,04_LYMPHO,554
ResNet18,11,04_LYMPHO,05_DEBRIS,1
ResNet18,11,04_LYMPHO,06_MUCOSA,7
ResNet18,11,04_LYMPHO,07_ADIPOSE,0
ResNet18,11,04_LYMPHO,08_EMPTY,0
ResNet18,11,05_DEBRIS,01_TUMOR,8
ResNet18,11,05_DEBRIS,02_STROMA,219
ResNet18,11,05_DEBRIS,03_COMPLEX,10
ResNet18,11,05_DEBRIS,04_LYMPHO,1
ResNet18,11,05_DEBRIS,05_DEBRIS,376
ResNet18,11,05_DEBRIS,06_MUCOSA,1
ResNet18,11,05_DEBRIS,07_ADIPOSE,9
ResNet18,11,05_DEBRIS,08_EMPTY,1
ResNet18,11,06_MUCOSA,01_TUMOR,7
ResNet18,11,06_MUCOSA,02_STROMA,0
ResNet18,11,06_MUCOSA,03_COMPLEX,1
ResNet18,11,06_MUCOSA,04_LYMPHO,9
ResNet18,11,06_MUCOSA,05_DEBRIS,4
ResNet18,11,06_MUCOSA,06_MUCOSA,604
ResNet18,11,06_MUCOSA,07_ADIPOSE,0
ResNet18,11,06_MUCOSA,08_EMPTY,0
ResNet18,11,07_ADIPOSE,01_TUMOR,0
ResNet18,11,07_ADIPOSE,02_STROMA,3
ResNet18,11,07_ADIPOSE,03_COMPLEX,0
ResNet18,11,07_ADIPOSE,04_LYMPHO,0
ResNet18,11,07_ADIPOSE,05_DEBRIS,12
ResNet18,11,07_ADIPOSE,06_MUCOSA,1
ResNet18,11,07_ADIPOSE,07_ADIPOSE,592
ResNet18,11,07_ADIPOSE,08_EMPTY,17
ResNet18,11,08_EMPTY,01_TUMOR,1
ResNet18,11,08_EMPTY,02_STROMA,0
ResNet18,11,08_EMPTY,03_COMPLEX,0
ResNet18,11,08_EMPTY,04_LYMPHO,0
ResNet18,11,08_EMPTY,05_DEBRIS,2
ResNet18,11,08_EMPTY,06_MUCOSA,0
ResNet18,11,08_EMPTY,07_ADIPOSE,37
ResNet18,11,08_EMPTY,08_EMPTY,585
ResNet18,23,01_TUMOR,01_TUMOR,569
ResNet18,23,01_TUMOR,02_STROMA,5
ResNet18,23,01_TUMOR,03_COMPLEX,31
ResNet18,23,01_TUMOR,04_LYMPHO,8
ResNet18,23,01_TUMOR,05_DEBRIS,3
ResNet18,23,01_TUMOR,06_MUCOSA,9
ResNet18,23,01_TUMOR,07_ADIPOSE,0
ResNet18,23,01_TUMOR,08_EMPTY,0
ResNet18,23,02_STROMA,01_TUMOR,3
ResNet18,23,02_STROMA,02_STROMA,432
ResNet18,23,02_STROMA,03_COMPLEX,133
ResNet18,23,02_STROMA,04_LYMPHO,5
ResNet18,23,02_STROMA,05_DEBRIS,47
ResNet18,23,02_STROMA,06_MUCOSA,2
ResNet18,23,02_STROMA,07_ADIPOSE,3
ResNet18,23,02_STROMA,08_EMPTY,0
ResNet18,23,03_COMPLEX,01_TUMOR,28
ResNet18,23,03_COMPLEX,02_STROMA,100
ResNet18,23,03_COMPLEX,03_COMPLEX,463
ResNet18,23,03_COMPLEX,04_LYMPHO,24
ResNet18,23,03_COMPLEX,05_DEBRIS,10
ResNet18,23,03_COMPLEX,06_MUCOSA,0
ResNet18,23,03_COMPLEX,07_ADIPOSE,0
ResNet18,23,03_COMPLEX,08_EMPTY,0
ResNet18,23,04_LYMPHO,01_TUMOR,5
ResNet18,23,04_LYMPHO,02_STROMA,3
ResNet18,23,04_LYMPHO,03_COMPLEX,66
ResNet18,23,04_LYMPHO,04_LYMPHO,549
ResNet18,23,04_LYMPHO,05_DEBRIS,1
ResNet18,23,04_LYMPHO,06_MUCOSA,1
ResNet18,23,04_LYMPHO,07_ADIPOSE,0
ResNet18,23,04_LYMPHO,08_EMPTY,0
ResNet18,23,05_DEBRIS,01_TUMOR,17
ResNet18,23,05_DEBRIS,02_STROMA,261
ResNet18,23,05_DEBRIS,03_COMPLEX,23
ResNet18,23,05_DEBRIS,04_LYMPHO,0
ResNet18,23,05_DEBRIS,05_DEBRIS,316
ResNet18,23,05_DEBRIS,06_MUCOSA,0
ResNet18,23,05_DEBRIS,07_ADIPOSE,7
ResNet18,23,05_DEBRIS,08_EMPTY,1
ResNet18,23,06_MUCOSA,01_TUMOR,5
ResNet18,23,06_MUCOSA,02_STROMA,0
ResNet18,23,06_MUCOSA,03_COMPLEX,7
ResNet18,23,06_MUCOSA,04_LYMPHO,5
ResNet18,23,06_MUCOSA,05_DEBRIS,1
ResNet18,23,06_MUCOSA,06_MUCOSA,607
ResNet18,23,06_MUCOSA,07_ADIPOSE,0
ResNet18,23,06_MUCOSA,08_EMPTY,0
ResNet18,23,07_ADIPOSE,01_TUMOR,0
ResNet18,23,07_ADIPOSE,02_STROMA,3
ResNet18,23,07_ADIPOSE,03_COMPLEX,0
ResNet18,23,07_ADIPOSE,04_LYMPHO,0
ResNet18,23,07_ADIPOSE,05_DEBRIS,5
ResNet18,23,07_ADIPOSE,06_MUCOSA,0
ResNet18,23,07_ADIPOSE,07_ADIPOSE,605
ResNet18,23,07_ADIPOSE,08_EMPTY,12
ResNet18,23,08_EMPTY,01_TUMOR,1
ResNet18,23,08_EMPTY,02_STROMA,0
ResNet18,23,08_EMPTY,03_COMPLEX,0
ResNet18,23,08_EMPTY,04_LYMPHO,0
ResNet18,23,08_EMPTY,05_DEBRIS,0
ResNet18,23,08_EMPTY,06_MUCOSA,0
ResNet18,23,08_EMPTY,07_ADIPOSE,91
ResNet18,23,08_EMPTY,08_EMPTY,533
ResNet18,41,01_TUMOR,01_TUMOR,583
ResNet18,41,01_TUMOR,02_STROMA,3
ResNet18,41,01_TUMOR,03_COMPLEX,24
ResNet18,41,01_TUMOR,04_LYMPHO,5
ResNet18,41,01_TUMOR,05_DEBRIS,4
ResNet18,41,01_TUMOR,06_MUCOSA,6
ResNet18,41,01_TUMOR,07_ADIPOSE,0
ResNet18,41,01_TUMOR,08_EMPTY,0
ResNet18,41,02_STROMA,01_TUMOR,2
ResNet18,41,02_STROMA,02_STROMA,384
ResNet18,41,02_STROMA,03_COMPLEX,169
ResNet18,41,02_STROMA,04_LYMPHO,3
ResNet18,41,02_STROMA,05_DEBRIS,62
ResNet18,41,02_STROMA,06_MUCOSA,2
ResNet18,41,02_STROMA,07_ADIPOSE,3
ResNet18,41,02_STROMA,08_EMPTY,0
ResNet18,41,03_COMPLEX,01_TUMOR,27
ResNet18,41,03_COMPLEX,02_STROMA,84
ResNet18,41,03_COMPLEX,03_COMPLEX,463
ResNet18,41,03_COMPLEX,04_LYMPHO,36
ResNet18,41,03_COMPLEX,05_DEBRIS,12
ResNet18,41,03_COMPLEX,06_MUCOSA,3
ResNet18,41,03_COMPLEX,07_ADIPOSE,0
ResNet18,41,03_COMPLEX,08_EMPTY,0
ResNet18,41,04_LYMPHO,01_TUMOR,1
ResNet18,41,04_LYMPHO,02_STROMA,5
ResNet18,41,04_LYMPHO,03_COMPLEX,72
ResNet18,41,04_LYMPHO,04_LYMPHO,543
ResNet18,41,04_LYMPHO,05_DEBRIS,0
ResNet18,41,04_LYMPHO,06_MUCOSA,4
ResNet18,41,04_LYMPHO,07_ADIPOSE,0
ResNet18,41,04_LYMPHO,08_EMPTY,0
ResNet18,41,05_DEBRIS,01_TUMOR,4
ResNet18,41,05_DEBRIS,02_STROMA,210
ResNet18,41,05_DEBRIS,03_COMPLEX,44
ResNet18,41,05_DEBRIS,04_LYMPHO,2
ResNet18,41,05_DEBRIS,05_DEBRIS,356
ResNet18,41,05_DEBRIS,06_MUCOSA,0
ResNet18,41,05_DEBRIS,07_ADIPOSE,8
ResNet18,41,05_DEBRIS,08_EMPTY,1
ResNet18,41,06_MUCOSA,01_TUMOR,8
ResNet18,41,06_MUCOSA,02_STROMA,1
ResNet18,41,06_MUCOSA,03_COMPLEX,11
ResNet18,41,06_MUCOSA,04_LYMPHO,5
ResNet18,41,06_MUCOSA,05_DEBRIS,0
ResNet18,41,06_MUCOSA,06_MUCOSA,599
ResNet18,41,06_MUCOSA,07_ADIPOSE,0
ResNet18,41,06_MUCOSA,08_EMPTY,1
ResNet18,41,07_ADIPOSE,01_TUMOR,0
ResNet18,41,07_ADIPOSE,02_STROMA,4
ResNet18,41,07_ADIPOSE,03_COMPLEX,0
ResNet18,41,07_ADIPOSE,04_LYMPHO,0
ResNet18,41,07_ADIPOSE,05_DEBRIS,7
ResNet18,41,07_ADIPOSE,06_MUCOSA,0
ResNet18,41,07_ADIPOSE,07_ADIPOSE,605
