model,seed,true_class,predicted_class,count
DINOv2,131,08_EMPTY,06_MUCOSA,0
DINOv2,131,08_EMPTY,07_ADIPOSE,120
DINOv2,131,08_EMPTY,08_EMPTY,482
DINOv2,151,01_TUMOR,01_TUMOR,560
DINOv2,151,01_TUMOR,02_STROMA,7
DINOv2,151,01_TUMOR,03_COMPLEX,15
DINOv2,151,01_TUMOR,04_LYMPHO,15
DINOv2,151,01_TUMOR,05_DEBRIS,18
DINOv2,151,01_TUMOR,06_MUCOSA,9
DINOv2,151,01_TUMOR,07_ADIPOSE,0
DINOv2,151,01_TUMOR,08_EMPTY,1
DINOv2,151,02_STROMA,01_TUMOR,4
DINOv2,151,02_STROMA,02_STROMA,441
DINOv2,151,02_STROMA,03_COMPLEX,131
DINOv2,151,02_STROMA,04_LYMPHO,0
DINOv2,151,02_STROMA,05_DEBRIS,44
DINOv2,151,02_STROMA,06_MUCOSA,5
DINOv2,151,02_STROMA,07_ADIPOSE,0
DINOv2,151,02_STROMA,08_EMPTY,0
DINOv2,151,03_COMPLEX,01_TUMOR,43
DINOv2,151,03_COMPLEX,02_STROMA,108
DINOv2,151,03_COMPLEX,03_COMPLEX,393
DINOv2,151,03_COMPLEX,04_LYMPHO,62
DINOv2,151,03_COMPLEX,05_DEBRIS,16
DINOv2,151,03_COMPLEX,06_MUCOSA,3
DINOv2,151,03_COMPLEX,07_ADIPOSE,0
DINOv2,151,03_COMPLEX,08_EMPTY,0
DINOv2,151,04_LYMPHO,01_TUMOR,5
DINOv2,151,04_LYMPHO,02_STROMA,8
DINOv2,151,04_LYMPHO,03_COMPLEX,144
DINOv2,151,04_LYMPHO,04_LYMPHO,463
DINOv2,151,04_LYMPHO,05_DEBRIS,5
DINOv2,151,04_LYMPHO,06_MUCOSA,0
DINOv2,151,04_LYMPHO,07_ADIPOSE,0
DINOv2,151,04_LYMPHO,08_EMPTY,0
DINOv2,151,05_DEBRIS,01_TUMOR,66
DINOv2,151,05_DEBRIS,02_STROMA,207
DINOv2,151,05_DEBRIS,03_COMPLEX,14
DINOv2,151,05_DEBRIS,04_LYMPHO,20
DINOv2,151,05_DEBRIS,05_DEBRIS,277
DINOv2,151,05_DEBRIS,06_MUCOSA,1
DINOv2,151,05_DEBRIS,07_ADIPOSE,27
DINOv2,151,05_DEBRIS,08_EMPTY,13
DINOv2,151,06_MUCOSA,01_TUMOR,25
DINOv2,151,06_MUCOSA,02_STROMA,2
DINOv2,151,06_MUCOSA,03_COMPLEX,13
DINOv2,151,06_MUCOSA,04_LYMPHO,5
DINOv2,151,06_MUCOSA,05_DEBRIS,0
DINOv2,151,06_MUCOSA,06_MUCOSA,579
DINOv2,151,06_MUCOSA,07_ADIPOSE,1
DINOv2,151,06_MUCOSA,08_EMPTY,0
DINOv2,151,07_ADIPOSE,01_TUMOR,1
DINOv2,151,07_ADIPOSE,02_STROMA,0
DINOv2,151,07_ADIPOSE,03_COMPLEX,0
DINOv2,151,07_ADIPOSE,04_LYMPHO,0
DINOv2,151,07_ADIPOSE,05_DEBRIS,5
DINOv2,151,07_ADIPOSE,06_MUCOSA,3
DINOv2,151,07_ADIPOSE,07_ADIPOSE,609
DINOv2,151,07_ADIPOSE,08_EMPTY,7
DINOv2,151,08_EMPTY,01_TUMOR,0
DINOv2,151,08_EMPTY,02_STROMA,0
DINOv2,151,08_EMPTY,03_COMPLEX,0
DINOv2,151,08_EMPTY,04_LYMPHO,0
DINOv2,151,08_EMPTY,05_DEBRIS,20
DINOv2,151,08_EMPTY,06_MUCOSA,0
DINOv2,151,08_EMPTY,07_ADIPOSE,184
DINOv2,151,08_EMPTY,08_EMPTY,421
DINOv2,181,01_TUMOR,01_TUMOR,557
DINOv2,181,01_TUMOR,02_STROMA,6
DINOv2,181,01_TUMOR,03_COMPLEX,21
DINOv2,181,01_TUMOR,04_LYMPHO,18
DINOv2,181,01_TUMOR,05_DEBRIS,14
DINOv2,181,01_TUMOR,06_MUCOSA,9
DINOv2,181,01_TUMOR,07_ADIPOSE,0
DINOv2,181,01_TUMOR,08_EMPTY,0
DINOv2,181,02_STROMA,01_TUMOR,4
DINOv2,181,02_STROMA,02_STROMA,418
DINOv2,181,02_STROMA,03_COMPLEX,145
DINOv2,181,02_STROMA,04_LYMPHO,2
DINOv2,181,02_STROMA,05_DEBRIS,52
DINOv2,181,02_STROMA,06_MUCOSA,3
DINOv2,181,02_STROMA,07_ADIPOSE,1
DINOv2,181,02_STROMA,08_EMPTY,0
DINOv2,181,03_COMPLEX,01_TUMOR,27
DINOv2,181,03_COMPLEX,02_STROMA,92
DINOv2,181,03_COMPLEX,03_COMPLEX,410
DINOv2,181,03_COMPLEX,04_LYMPHO,81
DINOv2,181,03_COMPLEX,05_DEBRIS,12
DINOv2,181,03_COMPLEX,06_MUCOSA,3
DINOv2,181,03_COMPLEX,07_ADIPOSE,0
DINOv2,181,03_COMPLEX,08_EMPTY,0
DINOv2,181,04_LYMPHO,01_TUMOR,5
DINOv2,181,04_LYMPHO,02_STROMA,5
DINOv2,181,04_LYMPHO,03_COMPLEX,157
DINOv2,181,04_LYMPHO,04_LYMPHO,450
DINOv2,181,04_LYMPHO,05_DEBRIS,7
DINOv2,181,04_LYMPHO,06_MUCOSA,1
DINOv2,181,04_LYMPHO,07_ADIPOSE,0
DINOv2,181,04_LYMPHO,08_EMPTY,0
DINOv2,181,05_DEBRIS,01_TUMOR,63
DINOv2,181,05_DEBRIS,02_STROMA,213
DINOv2,181,05_DEBRIS,03_COMPLEX,11
DINOv2,181,05_DEBRIS,04_LYMPHO,11
DINOv2,181,05_DEBRIS,05_DEBRIS,301
DINOv2,181,05_DEBRIS,06_MUCOSA,2
DINOv2,181,05_DEBRIS,07_ADIPOSE,22
DINOv2,181,05_DEBRIS,08_EMPTY,2
DINOv2,181,06_MUCOSA,01_TUMOR,18
DINOv2,181,06_MUCOSA,02_STROMA,2
DINOv2,181,06_MUCOSA,03_COMPLEX,16
DINOv2,181,06_MUCOSA,04_LYMPHO,3
DINOv2,181,06_MUCOSA,05_DEBRIS,0
DINOv2,181,06_MUCOSA,06_MUCOSA,584
DINOv2,181,06_MUCOSA,07_ADIPOSE,2
DINOv2,181,06_MUCOSA,08_EMPTY,0
DINOv2,181,07_ADIPOSE,01_TUMOR,1
DINOv2,181,07_ADIPOSE,02_STROMA,0
DINOv2,181,07_ADIPOSE,03_COMPLEX,0
DINOv2,181,07_ADIPOSE,04_LYMPHO,0
DINOv2,181,07_ADIPOSE,05_DEBRIS,8
DINOv2,181,07_ADIPOSE,06_MUCOSA,5
DINOv2,181,07_ADIPOSE,07_ADIPOSE,604
DINOv2,181,07_ADIPOSE,08_EMPTY,7
DINOv2,181,08_EMPTY,01_TUMOR,0
DINOv2,181,08_EMPTY,02_STROMA,0
DINOv2,181,08_EMPTY,03_COMPLEX,0
DINOv2,181,08_EMPTY,04_LYMPHO,0
DINOv2,181,08_EMPTY,05_DEBRIS,9
DINOv2,181,08_EMPTY,06_MUCOSA,0
DINOv2,181,08_EMPTY,07_ADIPOSE,98
DINOv2,181,08_EMPTY,08_EMPTY,518
FrozenResNet18,11,01_TUMOR,01_TUMOR,539
FrozenResNet18,11,01_TUMOR,02_STROMA,4
FrozenResNet18,11,01_TUMOR,03_COMPLEX,43
FrozenResNet18,11,01_TUMOR,04_LYMPHO,12
FrozenResNet18,11,01_TUMOR,05_DEBRIS,7
FrozenResNet18,11,01_TUMOR,06_MUCOSA,17
FrozenResNet18,11,01_TUMOR,07_ADIPOSE,3
FrozenResNet18,11,01_TUMOR,08_EMPTY,0
FrozenResNet18,11,02_STROMA,01_TUMOR,2
FrozenResNet18,11,02_STROMA,02_STROMA,376
FrozenResNet18,11,02_STROMA,03_COMPLEX,155
FrozenResNet18,11,02_STROMA,04_LYMPHO,5
FrozenResNet18,11,02_STROMA,05_DEBRIS,79
FrozenResNet18,11,02_STROMA,06_MUCOSA,7
FrozenResNet18,11,02_STROMA,07_ADIPOSE,1
FrozenResNet18,11,02_STROMA,08_EMPTY,0
FrozenResNet18,11,03_COMPLEX,01_TUMOR,29
FrozenResNet18,11,03_COMPLEX,02_STROMA,89
FrozenResNet18,11,03_COMPLEX,03_COMPLEX,426
FrozenResNet18,11,03_COMPLEX,04_LYMPHO,44
FrozenResNet18,11,03_COMPLEX,05_DEBRIS,30
FrozenResNet18,11,03_COMPLEX,06_MUCOSA,7
FrozenResNet18,11,03_COMPLEX,07_ADIPOSE,0
FrozenResNet18,11,03_COMPLEX,08_EMPTY,0
FrozenResNet18,11,04_LYMPHO,01_TUMOR,7
FrozenResNet18,11,04_LYMPHO,02_STROMA,4
FrozenResNet18,11,04_LYMPHO,03_COMPLEX,93
FrozenResNet18,11,04_LYMPHO,04_LYMPHO,503
FrozenResNet18,11,04_LYMPHO,05_DEBRIS,13
FrozenResNet18,11,04_LYMPHO,06_MUCOSA,5
FrozenResNet18,11,04_LYMPHO,07_ADIPOSE,0
FrozenResNet18,11,04_LYMPHO,08_EMPTY,0
FrozenResNet18,11,05_DEBRIS,01_TUMOR,56
FrozenResNet18,11,05_DEBRIS,02_STROMA,219
FrozenResNet18,11,05_DEBRIS,03_COMPLEX,20
FrozenResNet18,11,05_DEBRIS,04_LYMPHO,13
FrozenResNet18,11,05_DEBRIS,05_DEBRIS,272
FrozenResNet18,11,05_DEBRIS,06_MUCOSA,38
FrozenResNet18,11,05_DEBRIS,07_ADIPOSE,7
FrozenResNet18,11,05_DEBRIS,08_EMPTY,0
FrozenResNet18,11,06_MUCOSA,01_TUMOR,19
FrozenResNet18,11,06_MUCOSA,02_STROMA,3
FrozenResNet18,11,06_MUCOSA,03_COMPLEX,16
FrozenResNet18,11,06_MUCOSA,04_LYMPHO,13
FrozenResNet18,11,06_MUCOSA,05_DEBRIS,2
FrozenResNet18,11,06_MUCOSA,06_MUCOSA,572
FrozenResNet18,11,06_MUCOSA,07_ADIPOSE,0
FrozenResNet18,11,06_MUCOSA,08_EMPTY,0
FrozenResNet18,11,07_ADIPOSE,01_TUMOR,0
FrozenResNet18,11,07_ADIPOSE,02_STROMA,3
FrozenResNet18,11,07_ADIPOSE,03_COMPLEX,0
FrozenResNet18,11,07_ADIPOSE,04_LYMPHO,0
FrozenResNet18,11,07_ADIPOSE,05_DEBRIS,5
FrozenResNet18,11,07_ADIPOSE,06_MUCOSA,1
FrozenResNet18,11,07_ADIPOSE,07_ADIPOSE,607
FrozenResNet18,11,07_ADIPOSE,08_EMPTY,9
FrozenResNet18,11,08_EMPTY,01_TUMOR,0
FrozenResNet18,11,08_EMPTY,02_STROMA,0
FrozenResNet18,11,08_EMPTY,03_COMPLEX,0
FrozenResNet18,11,08_EMPTY,04_LYMPHO,0
FrozenResNet18,11,08_EMPTY,05_DEBRIS,0
FrozenResNet18,11,08_EMPTY,06_MUCOSA,0
FrozenResNet18,11,08_EMPTY,07_ADIPOSE,39
FrozenResNet18,11,08_EMPTY,08_EMPTY,586
FrozenResNet18,23,01_TUMOR,01_TUMOR,548
FrozenResNet18,23,01_TUMOR,02_STROMA,3
FrozenResNet18,23,01_TUMOR,03_COMPLEX,40
FrozenResNet18,23,01_TUMOR,04_LYMPHO,9
FrozenResNet18,23,01_TUMOR,05_DEBRIS,8
FrozenResNet18,23,01_TUMOR,06_MUCOSA,13
FrozenResNet18,23,01_TUMOR,07_ADIPOSE,4
FrozenResNet18,23,01_TUMOR,08_EMPTY,0
FrozenResNet18,23,02_STROMA,01_TUMOR,3
FrozenResNet18,23,02_STROMA,02_STROMA,356
FrozenResNet18,23,02_STROMA,03_COMPLEX,171
FrozenResNet18,23,02_STROMA,04_LYMPHO,1
FrozenResNet18,23,02_STROMA,05_DEBRIS,83
FrozenResNet18,23,02_STROMA,06_MUCOSA,10
FrozenResNet18,23,02_STROMA,07_ADIPOSE,1
FrozenResNet18,23,02_STROMA,08_EMPTY,0
FrozenResNet18,23,03_COMPLEX,01_TUMOR,33
FrozenResNet18,23,03_COMPLEX,02_STROMA,93
FrozenResNet18,23,03_COMPLEX,03_COMPLEX,420
FrozenResNet18,23,03_COMPLEX,04_LYMPHO,49
FrozenResNet18,23,03_COMPLEX,05_DEBRIS,26
FrozenResNet18,23,03_COMPLEX,06_MUCOSA,4
FrozenResNet18,23,03_COMPLEX,07_ADIPOSE,0
FrozenResNet18,23,03_COMPLEX,08_EMPTY,0
FrozenResNet18,23,04_LYMPHO,01_TUMOR,6
FrozenResNet18,23,04_LYMPHO,02_STROMA,5
FrozenResNet18,23,04_LYMPHO,03_COMPLEX,97
FrozenResNet18,23,04_LYMPHO,04_LYMPHO,498
FrozenResNet18,23,04_LYMPHO,05_DEBRIS,14
FrozenResNet18,23,04_LYMPHO,06_MUCOSA,5
FrozenResNet18,23,04_LYMPHO,07_ADIPOSE,0
FrozenResNet18,23,04_LYMPHO,08_EMPTY,0
FrozenResNet18,23,05_DEBRIS,01_TUMOR,74
FrozenResNet18,23,05_DEBRIS,02_STROMA,228
FrozenResNet18,23,05_DEBRIS,03_COMPLEX,24
FrozenResNet18,23,05_DEBRIS,04_LYMPHO,25
FrozenResNet18,23,05_DEBRIS,05_DEBRIS,232
FrozenResNet18,23,05_DEBRIS,06_MUCOSA,36
FrozenResNet18,23,05_DEBRIS,07_ADIPOSE,6
FrozenResNet18,23,05_DEBRIS,08_EMPTY,0
FrozenResNet18,23,06_MUCOSA,01_TUMOR,18
FrozenResNet18,23,06_MUCOSA,02_STROMA,3
FrozenResNet18,23,06_MUCOSA,03_COMPLEX,21
FrozenResNet18,23,06_MUCOSA,04_LYMPHO,23
FrozenResNet18,23,06_MUCOSA,05_DEBRIS,2
FrozenResNet18,23,06_MUCOSA,06_MUCOSA,558
FrozenResNet18,23,06_MUCOSA,07_ADIPOSE,0
FrozenResNet18,23,06_MUCOSA,08_EMPTY,0
FrozenResNet18,23,07_ADIPOSE,01_TUMOR,0
FrozenResNet18,23,07_ADIPOSE,02_STROMA,2
FrozenResNet18,23,07_ADIPOSE,03_COMPLEX,0
FrozenResNet18,23,07_ADIPOSE,04_LYMPHO,0
FrozenResNet18,23,07_ADIPOSE,05_DEBRIS,7
FrozenResNet18,23,07_ADIPOSE,06_MUCOSA,1
FrozenResNet18,23,07_ADIPOSE,07_ADIPOSE,610
FrozenResNet18,23,07_ADIPOSE,08_EMPTY,5
FrozenResNet18,23,08_EMPTY,01_TUMOR,1
FrozenResNet18,23,08_EMPTY,02_STROMA,0
FrozenResNet18,23,08_EMPTY,03_COMPLEX,0
FrozenResNet18,23,08_EMPTY,04_LYMPHO,1
FrozenResNet18,23,08_EMPTY,05_DEBRIS,1
FrozenResNet18,23,08_EMPTY,06_MUCOSA,0
FrozenResNet18,23,08_EMPTY,07_ADIPOSE,587
FrozenResNet18,23,08_EMPTY,08_EMPTY,35
FrozenResNet18,41,01_TUMOR,01_TUMOR,532
FrozenResNet18,41,01_TUMOR,02_STROMA,5
FrozenResNet18,41,01_TUMOR,03_COMPLEX,53
FrozenResNet18,41,01_TUMOR,04_LYMPHO,11
FrozenResNet18,41,01_TUMOR,05_DEBRIS,11
FrozenResNet18,41,01_TUMOR,06_MUCOSA,10
FrozenResNet18,41,01_TUMOR,07_ADIPOSE,3
FrozenResNet18,41,01_TUMOR,08_EMPTY,0
FrozenResNet18,41,02_STROMA,01_TUMOR,4
FrozenResNet18,41,02_STROMA,02_STROMA,388
FrozenResNet18,41,02_STROMA,03_COMPLEX,147
FrozenResNet18,41,02_STROMA,04_LYMPHO,4
FrozenResNet18,41,02_STROMA,05_DEBRIS,70
FrozenResNet18,41,02_STROMA,06_MUCOSA,10
FrozenResNet18,41,02_STROMA,07_ADIPOSE,2
FrozenResNet18,41,02_STROMA,08_EMPTY,0
FrozenResNet18,41,03_COMPLEX,01_TUMOR,42
FrozenResNet18,41,03_COMPLEX,02_STROMA,118
FrozenResNet18,41,03_COMPLEX,03_COMPLEX,374
FrozenResNet18,41,03_COMPLEX,04_LYMPHO,60
FrozenResNet18,41,03_COMPLEX,05_DEBRIS,23
FrozenResNet18,41,03_COMPLEX,06_MUCOSA,8
FrozenResNet18,41,03_COMPLEX,07_ADIPOSE,0
FrozenResNet18,41,03_COMPLEX,08_EMPTY,0
FrozenResNet18,41,04_LYMPHO,01_TUMOR,8
FrozenResNet18,41,04_LYMPHO,02_STROMA,5
FrozenResNet18,41,04_LYMPHO,03_COMPLEX,93
FrozenResNet18,41,04_LYMPHO,04_LYMPHO,507
FrozenResNet18,41,04_LYMPHO,05_DEBRIS,8
FrozenResNet18,41,04_LYMPHO,06_MUCOSA,4
FrozenResNet18,41,04_LYMPHO,07_ADIPOSE,0
FrozenResNet18,41,04_LYMPHO,08_EMPTY,0
FrozenResNet18,41,05_DEBRIS,01_TUMOR,72
FrozenResNet18,41,05_DEBRIS,02_STROMA,208
FrozenResNet18,41,05_DEBRIS,03_COMPLEX,21
FrozenResNet18,41,05_DEBRIS,04_LYMPHO,20
FrozenResNet18,41,05_DEBRIS,05_DEBRIS,265
FrozenResNet18,41,05_DEBRIS,06_MUCOSA,32
FrozenResNet18,41,05_DEBRIS,07_ADIPOSE,6
FrozenResNet18,41,05_DEBRIS,08_EMPTY,1
FrozenResNet18,41,06_MUCOSA,01_TUMOR,15
FrozenResNet18,41,06_MUCOSA,02_STROMA,4
FrozenResNet18,41,06_MUCOSA,03_COMPLEX,9
FrozenResNet18,41,06_MUCOSA,04_LYMPHO,8
FrozenResNet18,41,06_MUCOSA,05_DEBRIS,3
FrozenResNet18,41,06_MUCOSA,06_MUCOSA,586
FrozenResNet18,41,06_MUCOSA,07_ADIPOSE,0
FrozenResNet18,41,06_MUCOSA,08_EMPTY,0
FrozenResNet18,41,07_ADIPOSE,01_TUMOR,0
FrozenResNet18,41,07_ADIPOSE,02_STROMA,3
FrozenResNet18,41,07_ADIPOSE,03_COMPLEX,0
FrozenResNet18,41,07_ADIPOSE,04_LYMPHO,0
FrozenResNet18,41,07_ADIPOSE,05_DEBRIS,5
FrozenResNet18,41,07_ADIPOSE,06_MUCOSA,1
FrozenResNet18,41,07_ADIPOSE,07_ADIPOSE,608
FrozenResNet18,41,07_ADIPOSE,08_EMPTY,8
FrozenResNet18,41,08_EMPTY,01_TUMOR,0
FrozenResNet18,41,08_EMPTY,02_STROMA,0
FrozenResNet18,41,08_EMPTY,03_COMPLEX,0
FrozenResNet18,41,08_EMPTY,04_LYMPHO,0
FrozenResNet18,41,08_EMPTY,05_DEBRIS,2
FrozenResNet18,41,08_EMPTY,06_MUCOSA,0
FrozenResNet18,41,08_EMPTY,07_ADIPOSE,113
FrozenResNet18,41,08_EMPTY,08_EMPTY,510
FrozenResNet18,57,01_TUMOR,01_TUMOR,538
FrozenResNet18,57,01_TUMOR,02_STROMA,3
FrozenResNet18,57,01_TUMOR,03_COMPLEX,49
FrozenResNet18,57,01_TUMOR,04_LYMPHO,10
FrozenResNet18,57,01_TUMOR,05_DEBRIS,10
FrozenResNet18,57,01_TUMOR,06_MUCOSA,12
FrozenResNet18,57,01_TUMOR,07_ADIPOSE,3
FrozenResNet18,57,01_TUMOR,08_EMPTY,0
FrozenResNet18,57,02_STROMA,01_TUMOR,4
FrozenResNet18,57,02_STROMA,02_STROMA,381
FrozenResNet18,57,02_STROMA,03_COMPLEX,151
FrozenResNet18,57,02_STROMA,04_LYMPHO,3
FrozenResNet18,57,02_STROMA,05_DEBRIS,77
FrozenResNet18,57,02_STROMA,06_MUCOSA,8
FrozenResNet18,57,02_STROMA,07_ADIPOSE,1
FrozenResNet18,57,02_STROMA,08_EMPTY,0
FrozenResNet18,57,03_COMPLEX,01_TUMOR,36
FrozenResNet18,57,03_COMPLEX,02_STROMA,102
FrozenResNet18,57,03_COMPLEX,03_COMPLEX,407
FrozenResNet18,57,03_COMPLEX,04_LYMPHO,54
FrozenResNet18,57,03_COMPLEX,05_DEBRIS,19
FrozenResNet18,57,03_COMPLEX,06_MUCOSA,7
FrozenResNet18,57,03_COMPLEX,07_ADIPOSE,0
FrozenResNet18,57,03_COMPLEX,08_EMPTY,0
FrozenResNet18,57,04_LYMPHO,01_TUMOR,10
FrozenResNet18,57,04_LYMPHO,02_STROMA,5
FrozenResNet18,57,04_LYMPHO,03_COMPLEX,106
FrozenResNet18,57,04_LYMPHO,04_LYMPHO,478
FrozenResNet18,57,04_LYMPHO,05_DEBRIS,19
FrozenResNet18,57,04_LYMPHO,06_MUCOSA,7
FrozenResNet18,57,04_LYMPHO,07_ADIPOSE,0
FrozenResNet18,57,04_LYMPHO,08_EMPTY,0
FrozenResNet18,57,05_DEBRIS,01_TUMOR,74
FrozenResNet18,57,05_DEBRIS,02_STROMA,210
FrozenResNet18,57,05_DEBRIS,03_COMPLEX,21
FrozenResNet18,57,05_DEBRIS,04_LYMPHO,13
FrozenResNet18,57,05_DEBRIS,05_DEBRIS,270
FrozenResNet18,57,05_DEBRIS,06_MUCOSA,30
FrozenResNet18,57,05_DEBRIS,07_ADIPOSE,7
FrozenResNet18,57,05_DEBRIS,08_EMPTY,0
FrozenResNet18,57,06_MUCOSA,01_TUMOR,12
FrozenResNet18,57,06_MUCOSA,02_STROMA,3
FrozenResNet18,57,06_MUCOSA,03_COMPLEX,15
FrozenResNet18,57,06_MUCOSA,04_LYMPHO,8
FrozenResNet18,57,06_MUCOSA,05_DEBRIS,2
FrozenResNet18,57,06_MUCOSA,06_MUCOSA,585
FrozenResNet18,57,06_MUCOSA,07_ADIPOSE,0
FrozenResNet18,57,06_MUCOSA,08_EMPTY,0
FrozenResNet18,57,07_ADIPOSE,01_TUMOR,0
FrozenResNet18,57,07_ADIPOSE,02_STROMA,3
FrozenResNet18,57,07_ADIPOSE,03_COMPLEX,0
FrozenResNet18,57,07_ADIPOSE,04_LYMPHO,0
FrozenResNet18,57,07_ADIPOSE,05_DEBRIS,5
FrozenResNet18,57,07_ADIPOSE,06_MUCOSA,1
FrozenResNet18,57,07_ADIPOSE,07_ADIPOSE,609
FrozenResNet18,57,07_ADIPOSE,08_EMPTY,7
FrozenResNet18,57,08_EMPTY,01_TUMOR,0
FrozenResNet18,57,08_EMPTY,02_STROMA,0
FrozenResNet18,57,08_EMPTY,03_COMPLEX,0
FrozenResNet18,57,08_EMPTY,04_LYMPHO,0
FrozenResNet18,57,08_EMPTY,05_DEBRIS,2
FrozenResNet18,57,08_EMPTY,06_MUCOSA,0
FrozenResNet18,57,08_EMPTY,07_ADIPOSE,140
FrozenResNet18,57,08_EMPTY,08_EMPTY,483
FrozenResNet18,73,01_TUMOR,01_TUMOR,550
FrozenResNet18,73,01_TUMOR,02_STROMA,3
FrozenResNet18,73,01_TUMOR,03_COMPLEX,36
FrozenResNet18,73,01_TUMOR,04_LYMPHO,10
FrozenResNet18,73,01_TUMOR,05_DEBRIS,8
FrozenResNet18,73,01_TUMOR,06_MUCOSA,14
FrozenResNet18,73,01_TUMOR,07_ADIPOSE,4
FrozenResNet18,73,01_TUMOR,08_EMPTY,0
FrozenResNet18,73,02_STROMA,01_TUMOR,3
FrozenResNet18,73,02_STROMA,02_STROMA,379
FrozenResNet18,73,02_STROMA,03_COMPLEX,147
FrozenResNet18,73,02_STROMA,04_LYMPHO,2
FrozenResNet18,73,02_STROMA,05_DEBRIS,86
FrozenResNet18,73,02_STROMA,06_MUCOSA,7
FrozenResNet18,73,02_STROMA,07_ADIPOSE,1
FrozenResNet18,73,02_STROMA,08_EMPTY,0
FrozenResNet18,73,03_COMPLEX,01_TUMOR,33
FrozenResNet18,73,03_COMPLEX,02_STROMA,110
FrozenResNet18,73,03_COMPLEX,03_COMPLEX,404
FrozenResNet18,73,03_COMPLEX,04_LYMPHO,52
FrozenResNet18,73,03_COMPLEX,05_DEBRIS,16
FrozenResNet18,73,03_COMPLEX,06_MUCOSA,10
FrozenResNet18,73,03_COMPLEX,07_ADIPOSE,0
FrozenResNet18,73,03_COMPLEX,08_EMPTY,0
FrozenResNet18,73,04_LYMPHO,01_TUMOR,10
FrozenResNet18,73,04_LYMPHO,02_STROMA,5
FrozenResNet18,73,04_LYMPHO,03_COMPLEX,103
FrozenResNet18,73,04_LYMPHO,04_LYMPHO,482
FrozenResNet18,73,04_LYMPHO,05_DEBRIS,17
FrozenResNet18,73,04_LYMPHO,06_MUCOSA,8
FrozenResNet18,73,04_LYMPHO,07_ADIPOSE,0
FrozenResNet18,73,04_LYMPHO,08_EMPTY,0
FrozenResNet18,73,05_DEBRIS,01_TUMOR,61
FrozenResNet18,73,05_DEBRIS,02_STROMA,209
FrozenResNet18,73,05_DEBRIS,03_COMPLEX,19
FrozenResNet18,73,05_DEBRIS,04_LYMPHO,12
FrozenResNet18,73,05_DEBRIS,05_DEBRIS,284
FrozenResNet18,73,05_DEBRIS,06_MUCOSA,33
FrozenResNet18,73,05_DEBRIS,07_ADIPOSE,7
FrozenResNet18,73,05_DEBRIS,08_EMPTY,0
FrozenResNet18,73,06_MUCOSA,01_TUMOR,12
FrozenResNet18,73,06_MUCOSA,02_STROMA,2
FrozenResNet18,73,06_MUCOSA,03_COMPLEX,12
FrozenResNet18,73,06_MUCOSA,04_LYMPHO,8
FrozenResNet18,73,06_MUCOSA,05_DEBRIS,3
FrozenResNet18,73,06_MUCOSA,06_MUCOSA,588
FrozenResNet18,73,06_MUCOSA,07_ADIPOSE,0
FrozenResNet18,73,06_MUCOSA,08_EMPTY,0
FrozenResNet18,73,07_ADIPOSE,01_TUMOR,0
FrozenResNet18,73,07_ADIPOSE,02_STROMA,3
FrozenResNet18,73,07_ADIPOSE,03_COMPLEX,0
FrozenResNet18,73,07_ADIPOSE,04_LYMPHO,0
FrozenResNet18,73,07_ADIPOSE,05_DEBRIS,5
FrozenResNet18,73,07_ADIPOSE,06_MUCOSA,1
FrozenResNet18,73,07_ADIPOSE,07_ADIPOSE,608
FrozenResNet18,73,07_ADIPOSE,08_EMPTY,8
FrozenResNet18,73,08_EMPTY,01_TUMOR,0
FrozenResNet18,73,08_EMPTY,02_STROMA,0
FrozenResNet18,73,08_EMPTY,03_COMPLEX,0
FrozenResNet18,73,08_EMPTY,04_LYMPHO,0
FrozenResNet18,73,08_EMPTY,05_DEBRIS,2
FrozenResNet18,73,08_EMPTY,06_MUCOSA,0
FrozenResNet18,73,08_EMPTY,07_ADIPOSE,105
FrozenResNet18,73,08_EMPTY,08_EMPTY,518
FrozenResNet18,89,01_TUMOR,01_TUMOR,555
FrozenResNet18,89,01_TUMOR,02_STROMA,5
FrozenResNet18,89,01_TUMOR,03_COMPLEX,32
FrozenResNet18,89,01_TUMOR,04_LYMPHO,11
FrozenResNet18,89,01_TUMOR,05_DEBRIS,8
FrozenResNet18,89,01_TUMOR,06_MUCOSA,12
FrozenResNet18,89,01_TUMOR,07_ADIPOSE,2
FrozenResNet18,89,01_TUMOR,08_EMPTY,0
FrozenResNet18,89,02_STROMA,01_TUMOR,4
FrozenResNet18,89,02_STROMA,02_STROMA,387
FrozenResNet18,89,02_STROMA,03_COMPLEX,144
FrozenResNet18,89,02_STROMA,04_LYMPHO,3
FrozenResNet18,89,02_STROMA,05_DEBRIS,81
FrozenResNet18,89,02_STROMA,06_MUCOSA,5
FrozenResNet18,89,02_STROMA,07_ADIPOSE,1
FrozenResNet18,89,02_STROMA,08_EMPTY,0
FrozenResNet18,89,03_COMPLEX,01_TUMOR,44
FrozenResNet18,89,03_COMPLEX,02_STROMA,102
FrozenResNet18,89,03_COMPLEX,03_COMPLEX,388
FrozenResNet18,89,03_COMPLEX,04_LYMPHO,54
FrozenResNet18,89,03_COMPLEX,05_DEBRIS,26
FrozenResNet18,89,03_COMPLEX,06_MUCOSA,11
FrozenResNet18,89,03_COMPLEX,07_ADIPOSE,0
FrozenResNet18,89,03_COMPLEX,08_EMPTY,0
