cohort_name,analysis_family,model,method,perturbation,grid_label,image_seed_rows,images,seeds,source_groups,spearman_mean,spearman_median,spearman_q1,spearman_q3,positive_spearman_fraction,top_beats_random_fraction,subgroup_type,class_name,case_id,correct,confidence_group
selected_faithfulness,primary_jointly_correct_true_class,DINOv2,gradient_attention_rollout,normalized_zero,native_16,75,28,3,6,-0.030919555410807268,-0.061387760357061,-0.187946684023804,0.10900091554131369,0.36,0.92,class,07_ADIPOSE,,,
selected_faithfulness,primary_jointly_correct_true_class,DINOv2,gradient_attention_rollout,normalized_zero,native_16,64,24,3,2,0.1687797128167739,0.1496967269398031,0.09850080109864952,0.21090960460059502,0.9375,0.953125,class,08_EMPTY,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,gaussian_blur,common_14,71,25,3,10,0.06471340391061853,0.08051064236706,-0.04645586465746,0.18435321024153511,0.647887323943662,0.5211267605633803,class,01_TUMOR,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,gaussian_blur,common_14,59,21,3,9,-0.009262464770012538,-0.0273553857310202,-0.15033508913131827,0.09358748575572354,0.4576271186440678,0.4576271186440678,class,02_STROMA,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,gaussian_blur,common_14,36,13,3,7,0.006291875073600972,-0.0182207205412426,-0.09427121102248003,0.10867964522786858,0.4722222222222222,0.2222222222222222,class,03_COMPLEX,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,gaussian_blur,common_14,68,23,3,9,-0.07351036201844438,-0.07689837356262294,-0.2029964983067375,0.033818502020097355,0.3088235294117647,0.29411764705882354,class,04_LYMPHO,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,gaussian_blur,common_14,71,25,3,7,0.05644393613796514,0.0533241957462407,-0.0345767358095131,0.16070970363936282,0.647887323943662,0.30985915492957744,class,05_DEBRIS,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,gaussian_blur,common_14,83,28,3,7,0.05757121172412708,0.0489238100550645,-0.035360071400680496,0.17651427615169457,0.6506024096385542,0.3493975903614458,class,06_MUCOSA,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,gaussian_blur,common_14,75,28,3,6,0.007237064639347309,0.0082477348612228,-0.0810692570663564,0.08166134083465479,0.5333333333333333,0.8933333333333333,class,07_ADIPOSE,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,gaussian_blur,common_14,64,24,3,2,0.1071490409237203,0.11550892906948015,0.041025109770577446,0.17481100925620732,0.859375,0.609375,class,08_EMPTY,,,
selected_faithfulness,primary_jointly_correct_true_class,ResNet18,gradcam,local_mean,common_14,71,25,3,10,0.08151409903762052,0.0992421646518818,-0.030561244411860748,0.20788913769334366,0.704225352112676,0.2535211267605634,class,01_TUMOR,,,
