cohort_id,case_id,UNI,DINOv2,difference,cohort_name,analysis_family,target_role,method_family,perturbation,grid_label,metric,model_a,model_b,ResNet18
23322506a3beae96,CRC-Prim-HE-06,0.18585069118017514,0.7563259693982889,-0.5704752782181137,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
236ad1ab9a20afc1,CRC-Prim-HE-03,0.09426778126101126,0.16936048640987353,-0.07509270514886227,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
238d665311e5cf5f,CRC-Prim-HE-08,0.0758250256370855,0.060205857278768767,0.015619168358316733,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
23c05114b1f1297a,CRC-Prim-HE-06,0.24136118069545612,0.6998853041580272,-0.4585241234625711,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
247d9532da3fb9b6,CRC-Prim-HE-06,0.13076044898248929,0.23525165470571072,-0.10449120572322143,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
24d54f21e514ed2f,CRC-Prim-HE-10,0.30717183570480205,0.40016705233131433,-0.09299521662651228,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
24dee988a31df0a8,CRC-Prim-HE-01,0.09151875731675578,-0.0766397731129962,0.16815853042975198,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
25242e5434b80cea,CRC-Prim-HE-07,0.1516218801496469,0.3818115146429314,-0.2301896344932845,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
27f648e660bb6150,CRC-Prim-HE-07,0.2666185314739612,2.520639820117188,-2.254021288643227,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
2972f8fbf2a19801,CRC-Prim-HE-05,0.30630033837171355,0.20777991408166016,0.0985204242900534,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
2a6c73dfb8b3978d,CRC-Prim-HE-05,0.20661476184662306,0.1087849265627283,0.09782983528389476,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
2a78951b8bccd520,CRC-Prim-HE-08,0.0810653004683423,-0.11971768335413357,0.2007829838224759,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
2bcf837c4e8f8d5b,CRC-Prim-HE-05,0.18342423028405921,0.2910311141101083,-0.10760688382604908,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
2e3594a7d7c7df9e,CRC-Prim-HE-04,0.06686921716109294,0.584220062079044,-0.517350844917951,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
32bde1c820d8de33,CRC-Prim-HE-06,0.039538098805697836,-0.015599093732016333,0.055137192537714166,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
3461675807569ebd,CRC-Prim-HE-05,0.13568057555038343,0.5397417899837565,-0.4040612144333731,selected_faithfulness,primary_jointly_correct_true_class,true_class,architecture_primary,normalized_zero,common_14,top_minus_random_relative_target_margin_reduction_auc,UNI,DINOv2,
