cohort_name,analysis_family,target_role,model,method,perturbation,grid_label,seed,attribution_occlusion_spearman,normalized_top_minus_random_target_logit_auc,normalized_top_minus_random_target_margin_auc,top_minus_random_relative_target_logit_reduction_auc,top_minus_random_relative_target_margin_reduction_auc,top_minus_random_5_relative_target_logit_reduction,top_minus_random_10_relative_target_logit_reduction,top_minus_random_20_relative_target_logit_reduction,top_minus_random_30_relative_target_logit_reduction,top_minus_random_5_relative_target_margin_reduction,top_minus_random_10_relative_target_margin_reduction,top_minus_random_20_relative_target_margin_reduction,top_minus_random_30_relative_target_margin_reduction
selected_faithfulness,primary_jointly_correct_true_class,true_class,ResNet18,gradcam,normalized_zero,native_5,181,0.16062030497188148,0.013750570711321894,1.8057362611944685,0.0027363356809138413,-0.0565331599005725,0.020314365053168467,0.04429462104221486,0.034877659793509264,-0.012151895382800993,0.04398445967577045,0.09927010742186503,-0.04051518375979417,-0.18816552900163777
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,gaussian_blur,common_14,11,0.007087035426611502,-0.12218029131840154,-0.17983302740479193,0.04709327127765869,0.056829075143288145,0.01720214752862241,0.04303074866859349,0.0996894865434381,0.1274887712596736,0.009991699836952703,0.05868708649914346,0.13940795537607606,0.13498401953038436
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,gaussian_blur,common_14,89,0.055440250278245715,-0.16194538366384453,-0.4316287696444402,0.062208586711064495,0.1120665276932923,0.04825245101174411,0.07355788240592276,0.13127976032789346,0.16105123345049996,0.24758831796673772,0.180327767007103,0.2394596653436512,0.2637494870254719
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,gaussian_blur,common_14,181,0.03494905209905517,-0.11256169221629729,-0.36803003883970026,0.04352960440812208,-0.0628485592642294,0.019936924600212735,0.04751912213780858,0.09139039609129078,0.11104454981159126,-0.5725039355958862,-0.44647770349616306,-0.09291536693694105,-0.007428346928483651
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,local_mean,common_14,11,0.10455130422834968,-0.22591859441351092,-0.4139822090644568,0.09716667092979235,0.06904639642470146,0.06164772311738558,0.10981708395109781,0.18758051025771988,0.24007546102072583,-0.014071663783708522,0.02673789221382753,0.0799591865668893,0.1635149129894026
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,local_mean,common_14,89,0.13644687148865178,-0.24840914102646525,-0.7198113934229704,0.10691087707144048,0.20438182791073795,0.09145216264404123,0.13539103854307852,0.20780999357571492,0.2606637318137934,0.2826860120540527,0.2667940497932721,0.378805458129461,0.4783659348164556
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,local_mean,common_14,181,0.09959032470368746,-0.20756838218018067,-0.655370705647316,0.09145973360224853,-0.22520848146416353,0.062113984233139956,0.10531995432689333,0.1737959040242969,0.22845839875423407,-1.0055832175718042,-1.0020580357995954,-0.7416858946745465,-0.3219260095097941
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,normalized_zero,common_14,11,0.1059198145898086,-0.19367620529256344,1.4174059000524997,0.08999543961685998,0.07678960245183694,0.052245905534629274,0.0885888393527514,0.16030248174173192,0.22128035646674094,-0.01285192526223505,0.015407285241372944,0.06604936332064376,0.16349953483175284
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,normalized_zero,common_14,89,0.17189022173428303,-0.22028507006443435,-0.43555905157532315,0.10212105296072416,0.2086774659088532,0.08120755900807916,0.11725125589426329,0.18825135392143238,0.2487814822484873,0.29707326325123434,0.3151440436590198,0.3991842085381657,0.4568044105316945
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,normalized_zero,common_14,181,0.10779492450255723,-0.18641802204938063,-0.5519884618950467,0.08777317066133566,-0.11312380160302028,0.055371762747130474,0.09255902471468898,0.15685095833119414,0.2134585108927127,-0.872595610500974,-0.8468026269324614,-0.46537196385149626,-0.24322695151049273
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,normalized_zero,common_7,11,0.13878730630227798,-0.11158830282941642,-0.15696641225450225,0.050794112587926446,0.027521843233888708,0.022971465920633857,0.04942100656055553,0.08560216384091175,0.1208458671061041,0.11557503307010623,-0.022969264155862788,0.0023860511914254564,0.05970958105946106
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,normalized_zero,common_7,89,0.24347818437719912,-0.1401421516087003,-0.3706999050995559,0.0638213051484083,0.14583202955269908,0.037464037423738,0.07859734189836122,0.1148965061177638,0.15111939716622474,0.12851987199351617,0.2958749646385569,0.34433493173433544,0.29921338398598163
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,normalized_zero,common_7,181,0.16516914374445427,-0.10825559581548473,-0.20651236232961148,0.049868686090264645,-0.17101832028504524,0.02767341174710041,0.0525949303682593,0.08795288860059074,0.12201784714700942,0.3240329598531456,-0.6272958202219173,-0.8007344056233968,-0.488377862932166
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,normalized_zero,native_14,11,0.1059198145898086,-0.19367620529256344,1.4174059000524997,0.08999543961685998,0.07678960245183694,0.052245905534629274,0.0885888393527514,0.16030248174173192,0.22128035646674094,-0.01285192526223505,0.015407285241372944,0.06604936332064376,0.16349953483175284
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,normalized_zero,native_14,89,0.17189022173428303,-0.22028507006443435,-0.43555905157532315,0.10212105296072416,0.2086774659088532,0.08120755900807916,0.11725125589426329,0.18825135392143238,0.2487814822484873,0.29707326325123434,0.3151440436590198,0.3991842085381657,0.4568044105316945
selected_faithfulness,primary_jointly_correct_true_class,true_class,UNI,gradient_attention_rollout,normalized_zero,native_14,181,0.10779492450255723,-0.18641802204938063,-0.5519884618950467,0.08777317066133566,-0.11312380160302028,0.055371762747130474,0.09255902471468898,0.15685095833119414,0.2134585108927127,-0.872595610500974,-0.8468026269324614,-0.46537196385149626,-0.24322695151049273
selected_training_regime,training_regime_jointly_correct_true_class,true_class,FrozenResNet18,gradcam,normalized_zero,common_14,11,0.15473966166284744,6.32071095005919,5.331446423530538,-0.1551397908253367,-0.3899529397396858,-0.0908626230621598,-0.20194027825064234,-0.3437712194654964,-0.40190711142544167,0.05799192278788094,-0.2646251423457574,-1.000448839382439,-1.235055118868655
selected_training_regime,training_regime_jointly_correct_true_class,true_class,FrozenResNet18,gradcam,normalized_zero,common_14,89,0.13676289165587888,9.567845502405357,2.5489420801089118,-0.17002341875785365,-0.47263627109424244,-0.11005931999146852,-0.23750853508053932,-0.3719409610344635,-0.4280477700137744,0.2612443484291343,0.27000677357520236,-0.8606619202529041,-1.4540791158933133
selected_training_regime,training_regime_jointly_correct_true_class,true_class,FrozenResNet18,gradcam,normalized_zero,common_14,181,0.1239024062261592,6.435953231827359,1.7885651486534657,-0.13967976743785196,-0.39625950270146404,-0.07256202717617279,-0.17370630234380108,-0.2934324785829914,-0.35435435288187317,0.6099314047526705,0.44392878396388413,-0.5048294246007397,-1.4959322658036804
selected_training_regime,training_regime_jointly_correct_true_class,true_class,ResNet18,gradcam,normalized_zero,common_14,11,-0.005807415015657358,1.3754266599340979,3.439407570672219,-0.09001810909795718,-0.1905901874997722,-0.02421257782510222,-0.08459696159227657,-0.17703855960063525,-0.24453852950103808,0.02320685895849666,0.12796736930458144,-0.1428277657510373,-0.7246465243960694
selected_training_regime,training_regime_jointly_correct_true_class,true_class,ResNet18,gradcam,normalized_zero,common_14,89,0.032795950392194545,0.7658661936056895,2.455600547352498,-0.10776615288859227,-0.1291428574609947,-0.03745048856777585,-0.09769813935911936,-0.21319371765372422,-0.29666683744734546,-0.09417695975498598,0.03464896357507194,-0.18367623466502714,-0.3960922982638031
selected_training_regime,training_regime_jointly_correct_true_class,true_class,ResNet18,gradcam,normalized_zero,common_14,181,-0.0029870433629809344,1.1973435288051422,0.5846260666297588,-0.09784718078450173,-0.12265034253671074,-0.02112269428657447,-0.08913998612949108,-0.19006452218955902,-0.2665046339087879,-0.05429436523564524,-0.09827075341575023,-0.20339098656517887,-0.34726731806967176
