,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,413,7,16,5,0,184,0,0
02_STROMA,0,299,171,1,154,0,0,0
03_COMPLEX,16,98,454,24,6,27,0,0
04_LYMPHO,53,0,68,485,0,19,0,0
05_DEBRIS,0,280,15,0,196,113,21,0
06_MUCOSA,23,0,51,11,50,490,0,0
07_ADIPOSE,0,0,0,0,120,0,486,19
08_EMPTY,0,0,0,0,2,0,589,34
