seed,fold,epoch,train_loss,validation_loss,train_accuracy,validation_accuracy,train_macro_f1,validation_macro_f1,learning_rate
41,2,16.0,0.025165022801683236,0.2874930615480647,0.9945862335653519,0.9002624671916011,0.9946109373709358,0.8635106830090266,0.0005
41,2,17.0,0.025138573084203284,0.2919144296133769,0.9948440319670018,0.9002624671916011,0.995022924089402,0.8635106830090266,0.0005
41,2,18.0,0.024662958512687252,0.27868343350963953,0.9935550399587523,0.9028871391076115,0.9936982831472344,0.8652626323607056,0.0005
41,2,19.0,0.022404821750451744,0.2962274876498957,0.9953596287703016,0.9002624671916011,0.995436706868508,0.8635106830090266,0.0005
41,2,20.0,0.022471385569794028,0.29875387873236586,0.9958752255736014,0.9002624671916011,0.9959348621601367,0.8635106830090266,0.0005
41,2,21.0,0.022344880258377817,0.30681405459919314,0.9951018303686517,0.9002624671916011,0.9952026499047903,0.8635106830090266,0.00025
41,2,22.0,0.020137644812491605,0.2868677186547458,0.9953596287703016,0.9028871391076115,0.9955562052273417,0.8652626323607056,0.00025
41,2,23.0,0.019766453380107525,0.2902507181536025,0.9969064191802011,0.9028871391076115,0.9970008920904729,0.8652626323607056,0.00025
41,2,24.0,0.020188755879899403,0.3056366130357652,0.9953596287703016,0.9028871391076115,0.9956039191599408,0.8652626323607056,0.000125
41,2,25.0,0.019102193659580102,0.307909911014433,0.9966486207785512,0.9028871391076115,0.9968783545520978,0.8652626323607056,0.000125
41,2,26.0,0.017414841073925085,0.29820662903113004,0.9976798143851509,0.9028871391076115,0.9977073488342548,0.8652626323607056,0.000125
41,3,1.0,0.6075087672550309,0.5506307106470737,0.8203638201111673,0.7851739788199698,0.8184933043765228,0.6427990623190715,0.001
41,3,2.0,0.14330837016848977,0.536383251525721,0.9537645275391612,0.8290468986384266,0.9531583737707203,0.6672109008587145,0.001
41,3,3.0,0.09694416309363797,0.5633963890959834,0.9762506316321374,0.8456883509833586,0.9760852056619911,0.6764012534096642,0.001
41,3,4.0,0.07726488247167408,0.5106265886507805,0.9818089944416372,0.8517397881996974,0.9816312923930042,0.6953607427569333,0.001
41,3,5.0,0.06340112898474302,0.5390928892387745,0.9838302172814553,0.8547655068078669,0.9837051062989561,0.6839061905778523,0.001
41,3,6.0,0.054843069621262494,0.5034003471800671,0.9881253158160688,0.8562783661119516,0.988095800691428,0.6955796921096642,0.001
41,3,7.0,0.04628368364312903,0.5195487034415514,0.9896412329459323,0.8577912254160364,0.9896491218582311,0.697860231229562,0.001
41,3,8.0,0.040378152712343796,0.534332072494746,0.9911571500757959,0.8547655068078669,0.9911959196957841,0.6899009079156138,0.001
41,3,9.0,0.035947691218126535,0.5696536990385587,0.9924204143506822,0.859304084720121,0.9924655093832958,0.6925687380529562,0.001
41,3,10.0,0.03189690440362333,0.5663749287264216,0.9941889843355229,0.8577912254160364,0.9942211107353229,0.6917146791372798,0.0005
41,3,11.0,0.027996257926370834,0.5844759203073725,0.9946942900454775,0.8577912254160364,0.9947250305897664,0.6920923799764889,0.0005
41,3,12.0,0.02788013556031882,0.5852026448214537,0.9946942900454775,0.8577912254160364,0.9947645654360674,0.6923556356968256,0.0005
41,3,13.0,0.025060406358495633,0.6071797325797154,0.996210207175341,0.859304084720121,0.9962731973880822,0.69206486501011,0.00025
41,3,14.0,0.02529805781203969,0.6063923880587503,0.9957049014653866,0.8577912254160364,0.9957229571413782,0.6909234698809876,0.00025
41,3,15.0,0.0237194447467097,0.6126043427546767,0.9964628600303184,0.8577912254160364,0.9965109237563127,0.6915263501457531,0.00025
41,4,1.0,0.7427069080301434,0.3695529516747715,0.7693715680292862,0.9217719132893497,0.7583982519502082,0.866986617571045,0.001
41,4,2.0,0.1804495972102193,0.2102346461859657,0.9426479560707749,0.944392082940622,0.9469648674371579,0.8905331079540214,0.001
41,4,3.0,0.1249158044207598,0.18616397931652176,0.963392312385601,0.9500471253534402,0.9641630012648694,0.8870011346577102,0.001
41,4,4.0,0.09879746480348854,0.17444670266356815,0.9731543624161074,0.9566446748350612,0.9756082067104723,0.9128733336554924,0.001
41,4,5.0,0.08301255561961424,0.16132952897870012,0.9792556436851739,0.9594721960414703,0.9808299326842438,0.9034302881586427,0.001
41,4,6.0,0.06886193019413527,0.18025081167234552,0.9856619890176938,0.9594721960414703,0.9861754641131841,0.9203682155987737,0.001
41,4,7.0,0.06063276277928908,0.2014804091041207,0.9862721171446004,0.9481621112158342,0.9868124074197382,0.9125772487266997,0.001
41,4,8.0,0.05093491936580956,0.18339992663581678,0.9905430140329469,0.9547596606974552,0.9903556228424394,0.9084407549168831,0.001
41,4,9.0,0.04437213667905353,0.1525411284638395,0.9917632702867603,0.9651272384542884,0.9930251167324119,0.9193488229906353,0.0005
41,4,10.0,0.04300513625363157,0.14865242082425495,0.9908480780964003,0.9670122525918945,0.9906030392226021,0.9259564608031885,0.0005
41,4,11.0,0.04019704553377636,0.17850237041290473,0.9902379499694935,0.9491046182846371,0.9899685582878883,0.9129218687234146,0.0005
41,4,12.0,0.03787692794218305,0.18114228732006152,0.9920683343502136,0.9481621112158342,0.9932652766779705,0.912392488780684,0.0005
41,4,13.0,0.03547130556478233,0.17048094996745355,0.9932885906040269,0.9557021677662583,0.9942096467032605,0.9138499154579964,0.00025
41,4,14.0,0.03365196813127484,0.1587420221098631,0.9954240390482001,0.9594721960414703,0.9961316585438417,0.9171614895579958,0.00025
41,4,15.0,0.03347518708490976,0.16486137691081187,0.9945088468578401,0.9566446748350612,0.9953371295807487,0.917086842084132,0.00025
41,4,16.0,0.030798921015515898,0.1634976279892863,0.9951189749847468,0.9557021677662583,0.9958771644607722,0.9182024978007478,0.000125
41,4,17.0,0.032122106249873196,0.15966983543995075,0.9942037827943868,0.9557021677662583,0.9950634294709447,0.9152876968177824,0.000125
41,4,18.0,0.03116460096447878,0.16021446567678316,0.9960341671751067,0.9557021677662583,0.9966208645435437,0.9124836152223297,0.000125
41,5,1.0,0.7164500768755034,0.47359646732361604,0.7831781140861467,0.8469184890656064,0.7497679775416691,0.7744773035138699,0.001
41,5,2.0,0.16924959282381016,0.5677511977628021,0.9505238649592549,0.8369781312127237,0.947370744128716,0.7430398787670514,0.001
41,5,3.0,0.117659411639218,0.582830863373417,0.9685681024447031,0.8409542743538767,0.9645789264896332,0.7580685890413418,0.001
41,5,4.0,0.09209598656375138,0.6113398369942342,0.9764260768335273,0.8429423459244533,0.9712077276957293,0.7591405569265609,0.0005
41,5,5.0,0.08007553395000964,0.6079166583776119,0.980209545983702,0.8429423459244533,0.9763822725070166,0.766050295721992,0.0005
41,5,6.0,0.07498838890851307,0.631310372567082,0.9810826542491269,0.8429423459244533,0.9767958256918923,0.766050295721992,0.0005
41,5,7.0,0.06868200107316061,0.6415466625339705,0.9819557625145519,0.8429423459244533,0.9794696643696965,0.766050295721992,0.00025
41,5,8.0,0.06411499338391496,0.6587489822335082,0.9848661233993015,0.8449304174950298,0.983753149474637,0.7608983053939244,0.00025
41,5,9.0,0.061873091837961545,0.6574963633022891,0.9848661233993015,0.8409542743538767,0.9837316911347469,0.7573822216147257,0.00025
41,6,1.0,0.5630063859141906,1.4135075890121547,0.8369036027263875,0.48586118251928023,0.8408043594106047,0.54988465055753,0.001
41,6,2.0,0.12895934588430918,1.7128674325851632,0.9595910418695229,0.4832904884318766,0.9613034121627879,0.5439040027646108,0.001
41,6,3.0,0.0976317953735503,1.7067526689440893,0.9705452775073028,0.4781491002570694,0.9719972744389344,0.5308162616432947,0.001
41,6,4.0,0.07798806438630605,1.9728748221453136,0.9807692307692307,0.493573264781491,0.9817296609306702,0.575383059391365,0.001
41,6,5.0,0.06797525743176723,2.032901810727544,0.9810126582278481,0.4781491002570694,0.9819251991409006,0.5413261316526805,0.001
41,6,6.0,0.057503969759518006,2.2491023705082354,0.9839337877312561,0.4884318766066838,0.9847569776100169,0.5613751502072629,0.001
41,6,7.0,0.050936973500478114,2.183769445334547,0.9861246348588121,0.48586118251928023,0.9867917975592506,0.5396701284063922,0.0005
41,6,8.0,0.04411785977148064,2.2854555792092635,0.98904576436222,0.480719794344473,0.989665609578337,0.5426759693440274,0.0005
41,6,9.0,0.04108378944234758,2.3173880666107713,0.9902629016553067,0.4961439588688946,0.9908992838866975,0.5793904436178092,0.0005
41,6,10.0,0.038851010423614316,2.3309001643494955,0.9914800389483934,0.48586118251928023,0.9919698166690365,0.5509399713510315,0.0005
41,6,11.0,0.03874748003938414,2.427230785251595,0.9902629016553067,0.4755784061696658,0.9908792299791163,0.5277065627124051,0.0005
41,6,12.0,0.03570558231581499,2.47200068532834,0.9924537487828627,0.480719794344473,0.9929039615629363,0.5309404381831955,0.00025
41,6,13.0,0.03332612417391642,2.514037947187794,0.9919668938656281,0.4781491002570694,0.9924948370834974,0.5323470110598151,0.00025
41,6,14.0,0.031858813635616795,2.5122973820617167,0.9919668938656281,0.480719794344473,0.9924658018499767,0.5362708674674487,0.00025
41,6,15.0,0.031530026629378524,2.5173858766097474,0.9931840311587147,0.480719794344473,0.9935664645897614,0.5362708674674487,0.000125
41,6,16.0,0.030918885660815725,2.5251676937086978,0.9936708860759493,0.4781491002570694,0.9940891136863168,0.5323470110598151,0.000125
41,6,17.0,0.029845529973158702,2.5424787323379645,0.9929406037000974,0.4781491002570694,0.9933924442569371,0.5323470110598151,0.000125
41,7,1.0,0.5679263542926571,0.5226299167986501,0.8369641602248771,0.7748538011695907,0.8337695084904844,0.791730451252142,0.001
41,7,2.0,0.127045823203984,0.5726800857013777,0.9636917310845631,0.7690058479532164,0.9638634621267361,0.6711616968248998,0.001
41,7,3.0,0.0873112390155981,0.5347353211053979,0.9772780510658233,0.7865497076023392,0.9776116040644924,0.7976134859009957,0.001
41,7,4.0,0.06972661938515667,0.5495046792410271,0.983134223471539,0.7865497076023392,0.9833384635811103,0.6890554111610306,0.001
41,7,5.0,0.05676067039688177,0.5171313647681858,0.986882173811197,0.8070175438596491,0.987101486314186,0.8215337722150374,0.001
41,7,6.0,0.04873394253267759,0.5349295051953598,0.9882876551885688,0.8099415204678363,0.9884518695534641,0.8265442261970817,0.001
41,7,7.0,0.04289543255552751,0.5510685414467987,0.9896931365659405,0.8070175438596491,0.9899115525445513,0.8251102959488769,0.001
41,7,8.0,0.03767735035215197,0.5602832230472425,0.9922698524244554,0.8011695906432749,0.9925612343454278,0.6995369968376749,0.001
41,7,9.0,0.03261342091439172,0.5762207998910494,0.9932068400093699,0.8216374269005848,0.9933600954675184,0.8470333565255137,0.001
41,7,10.0,0.02925425834655343,0.5923111819122967,0.9932068400093699,0.804093567251462,0.9933834804117032,0.8267504179828175,0.001
41,7,11.0,0.02701915477477337,0.6031262047850249,0.9955493089716562,0.8070175438596491,0.995599947017072,0.8305568094604419,0.001
41,7,12.0,0.025656423800463252,0.6270233663507023,0.992504099320684,0.8011695906432749,0.9927107296545696,0.702818260788721,0.0005
41,7,13.0,0.022277641930183473,0.581384903114093,0.9960178027641133,0.8216374269005848,0.9960685116005559,0.8438617338731408,0.0005
41,7,14.0,0.020674584371697276,0.6096542184159421,0.9967205434527993,0.8157894736842105,0.9967672360598647,0.8392059323271219,0.0005
41,7,15.0,0.019949186348082952,0.6079661270592644,0.9957835558678847,0.8157894736842105,0.995872608530223,0.8392178073589477,0.00025
41,7,16.0,0.018797232947665932,0.5768687988451698,0.9971890372452565,0.8187134502923976,0.9972754756823269,0.8368516258194046,0.00025
41,7,17.0,0.01930366041569415,0.5746171656582091,0.9967205434527993,0.827485380116959,0.9968640833970033,0.8484909656167683,0.00025
41,7,18.0,0.018400480856424782,0.5824527144649921,0.996252049660342,0.8245614035087719,0.996379648398853,0.7237936499711672,0.00025
41,7,19.0,0.017005972587345326,0.5759156060933369,0.9974232841414852,0.827485380116959,0.9975363434949371,0.8449269834865346,0.00025
41,7,20.0,0.01775222201040811,0.5912213325064782,0.9969547903490279,0.827485380116959,0.9970445372562213,0.8484909656167683,0.000125
41,7,21.0,0.01704801138185888,0.5967630165797925,0.998126024830171,0.8245614035087719,0.998116377270017,0.8463083513626347,0.000125
41,7,22.0,0.016316765280556946,0.5949867777308525,0.9978917779339423,0.8245614035087719,0.997961250639842,0.7237936499711672,0.000125
41,7,23.0,0.01763901891154982,0.5949825513563309,0.9960178027641133,0.8245614035087719,0.9960768756710447,0.7237936499711672,6.25e-05
41,7,24.0,0.016904202323912192,0.5951854777658543,0.9976575310377137,0.8245614035087719,0.9977359019795973,0.7237936499711672,6.25e-05
41,7,25.0,0.016160704739152702,0.5969259367046649,0.9976575310377137,0.8245614035087719,0.9977037426739255,0.7237936499711672,6.25e-05
41,8,1.0,0.5681123501574832,0.17598832354826086,0.8264705882352941,0.9747899159663865,0.8233183275802014,0.963889812169387,0.001
41,8,2.0,0.12920458664721493,0.14064326340786548,0.9610859728506788,0.9705882352941176,0.9604125555944042,0.9601089832068094,0.001
41,8,3.0,0.08927801739576176,0.1317265807580547,0.9766968325791855,0.9705882352941176,0.9762715155017757,0.9601089832068094,0.001
41,8,4.0,0.07160739519410005,0.11887997977372979,0.9823529411764705,0.9705882352941176,0.981944017027729,0.9603724790646154,0.0005
41,8,5.0,0.059021772842062004,0.1252507659129235,0.9882352941176471,0.9747899159663865,0.9879396641555089,0.9650954980147526,0.0005
41,8,6.0,0.05660720959777746,0.12962682661013442,0.9850678733031675,0.9705882352941176,0.9847579373266615,0.9615767943426695,0.0005
41,8,7.0,0.04889721927060261,0.12348630028862913,0.9893665158371041,0.9705882352941176,0.9890857726573623,0.9615767943426695,0.0005
41,8,8.0,0.04674938587615123,0.12163931588415339,0.9891402714932127,0.9705882352941176,0.9889045811735264,0.9615767943426695,0.00025
41,8,9.0,0.04102730813069581,0.12298081351929352,0.9918552036199095,0.9705882352941176,0.9916609916522966,0.9615767943426695,0.00025
41,8,10.0,0.04225945606895162,0.12429524281946551,0.9925339366515837,0.9705882352941176,0.9923482828767695,0.9615767943426695,0.00025
41,8,11.0,0.04045279858406313,0.12337373870135356,0.9918552036199095,0.9705882352941176,0.9916494351407376,0.9615767943426695,0.000125
41,8,12.0,0.039054873943059155,0.12375998274744057,0.9918552036199095,0.9705882352941176,0.9916820693787843,0.9615767943426695,0.000125
41,8,13.0,0.03764799741766841,0.121785634173816,0.9920814479638009,0.9705882352941176,0.9918806542420875,0.9615767943426695,0.000125
41,9,1.0,0.5845134773199178,0.1752635694464246,0.8218298555377207,0.9775561097256857,0.8152696910187022,0.9625352522542184,0.001
41,9,2.0,0.15137075953658802,0.165682090989818,0.9541389589543683,0.9625935162094763,0.9510142449498789,0.9355986421203811,0.001
41,9,3.0,0.10911692608198259,0.15851175744188695,0.9685851868837423,0.970074812967581,0.9659619026535833,0.9501065521090553,0.001
41,9,4.0,0.09118323191672366,0.1435797466824477,0.9763815638614997,0.9600997506234414,0.9742165793408111,0.9346964735903583,0.0005
41,9,5.0,0.07890835764880466,0.1368299313632776,0.981196973171291,0.9600997506234414,0.9795301025008463,0.93244597137892,0.0005
41,9,6.0,0.07176245179012797,0.14497883199363426,0.9830314148131163,0.9576059850374065,0.9814141290998742,0.9292734390478752,0.0005
41,9,7.0,0.06767144245436174,0.13655604915855976,0.9846365512497134,0.9625935162094763,0.9831522874998619,0.9374111686141761,0.00025
41,9,8.0,0.0603325996890483,0.13094392706619162,0.9848658564549415,0.9576059850374065,0.9833693226370338,0.9311571471860948,0.00025
41,9,9.0,0.05643274406100585,0.1290400618143807,0.9857830772758541,0.9625935162094763,0.9844090057356221,0.9374111686141761,0.00025
