scope,model,seed,fold,image_count,class_coverage,source_group_count,accuracy,source_macro_accuracy,balanced_accuracy,macro_f1,cross_entropy_loss,test_loss
fold,CNN,151,7,389,6,1,0.45758354755784064,0.45758354755784064,0.770880025892681,0.45992675308408065,1.3748514200891375,1.3748514200891375
fold,CNN,151,8,342,6,1,0.7309941520467836,0.7309941520467836,0.7346811635161781,0.5474046647374915,0.8167431378380624,0.8167431378380624
fold,CNN,151,9,238,7,1,0.957983193277311,0.957983193277311,0.9498680471709819,0.835392397887078,0.2346027727443396,0.2346027727443396
aggregate_oof,CNN,181,-1,5000,8,10,0.6318,0.676320751509391,0.6318,0.5994567837585483,0.8148552455869047,0.8148552455869047
fold,CNN,181,0,401,6,1,0.7805486284289277,0.7805486284289277,0.5834258560974247,0.37400699681331345,0.6393764025975412,0.6393764025975412
fold,CNN,181,1,284,6,1,0.647887323943662,0.647887323943662,0.4908796949391642,0.2776535215070923,0.8356554524903794,0.8356554524903794
fold,CNN,181,2,740,7,1,0.5878378378378378,0.5878378378378378,0.5506518161980346,0.44566577594942336,1.0934830091086425,1.0934830091086425
fold,CNN,181,3,381,6,1,0.7532808398950132,0.7532808398950132,0.8105151921212319,0.5748464798809343,0.6732017578101901,0.6732017578101901
fold,CNN,181,4,661,7,1,0.7231467473524962,0.7231467473524962,0.6652396846413728,0.5511704284059558,0.9453649974606813,0.9453649974606813
fold,CNN,181,5,1061,8,1,0.4062205466540999,0.4062205466540999,0.8087962962962962,0.6787778141112746,0.6622715294816033,0.6622715294816033
fold,CNN,181,6,503,7,1,0.7534791252485089,0.7534791252485089,0.741083808395677,0.5859954760803578,0.9959904300118249,0.9959904300118249
fold,CNN,181,7,389,6,1,0.4652956298200514,0.4652956298200514,0.7707653158541673,0.45185806289079283,0.9353972450504443,0.9353972450504443
fold,CNN,181,8,342,6,1,0.7631578947368421,0.7631578947368421,0.7582993479328244,0.5722074534460448,0.6941452645629057,0.6941452645629057
fold,CNN,181,9,238,7,1,0.8823529411764706,0.8823529411764706,0.8677944457425417,0.7716531516018347,0.35750459797053696,0.35750459797053696
aggregate_oof,UNI,11,-1,5000,8,10,0.8156,0.8306219996506046,0.8156,0.8160343906684911,0.5312975035475396,0.5312975035475396
fold,UNI,11,0,401,6,1,0.9775561097256857,0.9775561097256857,0.9753540305010894,0.7267203737800991,0.11029644699789741,0.11029644699789741
fold,UNI,11,1,284,6,1,0.9049295774647887,0.9049295774647887,0.8745047169811321,0.581710763087907,0.27976209109274275,0.27976209109274275
fold,UNI,11,2,740,7,1,0.7918918918918919,0.7918918918918919,0.7882222214154987,0.7007774859042288,0.600912824910631,0.600912824910631
fold,UNI,11,3,381,6,1,0.9002624671916011,0.9002624671916011,0.9009216589861752,0.6311247700870881,0.2674977335361907,0.2674977335361907
fold,UNI,11,4,661,7,1,0.8456883509833586,0.8456883509833586,0.8461350900836998,0.6843400054788054,0.5268809275865948,0.5268809275865948
