,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,523,7,27,13,0,54,1,0
02_STROMA,0,292,158,0,144,30,1,0
03_COMPLEX,12,77,438,40,28,30,0,0
04_LYMPHO,3,0,65,549,0,8,0,0
05_DEBRIS,1,326,16,0,223,29,30,0
06_MUCOSA,30,9,14,19,36,517,0,0
07_ADIPOSE,0,5,0,0,24,0,583,13
08_EMPTY,0,0,0,0,1,0,590,34
