,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,528,5,31,14,1,46,0,0
02_STROMA,1,338,108,0,169,7,2,0
03_COMPLEX,17,136,403,36,5,28,0,0
04_LYMPHO,29,0,70,508,0,18,0,0
05_DEBRIS,0,302,16,0,212,48,47,0
06_MUCOSA,38,11,49,10,31,486,0,0
07_ADIPOSE,0,0,0,0,5,0,604,16
08_EMPTY,0,0,0,0,1,0,590,34
