,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,515,7,18,1,0,84,0,0
02_STROMA,0,349,125,0,148,1,2,0
03_COMPLEX,13,155,403,16,3,35,0,0
04_LYMPHO,66,0,102,446,0,11,0,0
05_DEBRIS,0,301,14,0,188,98,23,1
06_MUCOSA,62,8,91,15,32,416,1,0
07_ADIPOSE,0,1,0,0,23,0,564,37
08_EMPTY,0,0,0,0,1,0,590,34
