,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY
01_TUMOR,456,5,41,10,1,112,0,0
02_STROMA,0,301,120,0,183,19,2,0
03_COMPLEX,6,86,477,20,4,32,0,0
04_LYMPHO,135,0,68,391,0,31,0,0
05_DEBRIS,0,318,16,0,225,32,34,0
06_MUCOSA,12,7,26,5,21,554,0,0
07_ADIPOSE,0,0,0,0,136,0,474,15
08_EMPTY,0,0,0,0,1,0,590,34
